Glycolysis / Gluconeogenesis	HEX1	G6PPer	TPI	GAPD	PGK	PGM	ENO	PYK	PEPCK	LDH_L	PEPCKm	OIVD1m	OIVD3m	OIVD2m	r1154	ALCD2yf	ALCD2if	ALDD2xm	ALDD2x	ACSm	ACS
Galactose metabolism	HEX1	G6PPer
Amino sugar and nucleotide sugar metabolism	HEX1
Metabolic pathways	HEX1	G6PPer	TPI	GAPD	PGK	PGM	ENO	PYK	PEPCK	LDH_L	G6PDH2r	PGL	GND	RPI	RPE	TKT1	CSm	ACONTm	ICDHxm	ICDHyrm	SUCOAS1m	SUCOASm	FUMm	MDHm	CII_mitoMap	CIII_mitoMap	CIV_mitoMap	CV_mitoMap	PEPCKm	PCm	ME2m	ME1m	r0081	ACITLm_mitoMap	NDPK1m	NNT_mitoMap	ADK1m	ME2	ALATA_L	NDPK1	FUM	ADK1	ICDHy	ACONT	ACITL	ASPTA	MDH	ASPTAm	FACOAL160i	ACOT2_mitoMap	ACADLC16_mitoMap	MECR16C_mitoMap	MTPC16_mitoMap	ACADLC14_mitoMap	MECR14C_mitoMap	MTPC14_mitoMap	r1447_mitoMap	r0638	r0660	r0722	r0724	r1451	r0735	r0728	r0726	r0634	r1448	r0633	r0731	r0730	r0732	r1450	r0791	r0734	r0733	r0287	r1446	ECOAH1m	HACD1m	ACACT1rm	ACCOAC	MCOATA	ACOATA	r0678	r0691	r0681	r0682	r0760	r0761	r0762	r0763	r0764	r0694	r0695	r0765	r0766	r0692	r0693	r0767	r0768	r0769	r0770	r0712	r0713	r0701	r0702	r0771	r0772	r0696	r0697	r0773	FA160ACPH	FACOAL40im	BDHm	OCOAT1m	HMGCOASim	HMGLm	LEUTAm	OIVD1m	r0655	MCCCrm	MGCHrm	ILETAm	OIVD3m	r0603	ECOAH9m	HACD9m	ACACT10m	VALTAm	OIVD2m	r0560	ECOAH12m	3HBCOAHLm	HIBDm	ACCOALm	MMSAD1m	PPCOACm	MMEm	MMMm	MMCDm	THRD_L	r1154	METAT	AHC	ADNK1	CYSTS	CYSTGL	CYSO	3SALATAi	3SPYRSP	CYSTA	CYSTAm	r0595m_mitoMap	r0595B_mitoMap	MCLOR	r0193	TRPO2	FKYNH	KYN3OX	HKYNH	3HAO	PCLAD	r0645	AMCOXO	AMCOXO2_mitoMap	2OXOADOXm	SACCD3m	r0525	AASAD3m	R03103_mitoMap	r0450	LYSOXc_mitoMap	PPD2CSPc_mitoMap	1PPDCRc_mitoMap	1PPDCRc_NADPH_mitoMap	LPCOXc_mitoMap	RE1254C	r0594	PROD2mB_mitoMap	G5SADrm	r0074	GLU5Km	G5SDym	P5CRm	P5CRxm	ORNTArm	ORNDC	PTRCOX1	r0464c_mitoMap	ABUTD	ARGDCm	AGMTm	PTRCAT1m_mitoMap	APRTO2m_mitoMap	NABTNOm	4aabutn_mitoMap	GLUDC	ABTArm	r0178	GLUDxm	GLUDym	GLUDxi	GLUDy	GLNS	GLUNm	GLUN_mitoMap	PGCD	PSERT	PSP_L	GHMT2r	FOLR2	DHFR	MTHFD	MTHFC	FTCD	FTHFL	FTHFDH	r0060	GHMT2rm	GCCam	GCCbim	GCCcm	r0514	r0226	MTHFDm	MTHFD2m	MTHFCm	FTHFLm	FTHFDHm_mitoMap	GLYATm	AOBUTDsm	AACTOORm_mitoMap	LGTHLm_mitoMap	GLYOXm	LDH_Dm_mitoMap	CBPSam	OCBTm	NOS1	NOS2	r0129	AMPTASECG	GLUCYS	GTHS	r0399	DHPR	TYRTA	TYRTB_mitoMap	34HPPOR	HGNTOR	MACACI	FUMAC	ASNS1	r0127	HISD	URCN	IZPN	GluForTx	APAT2rm	MMSAD3m	MMSAD3m2_mitoMap	ASP1DC	CKc	CK	ACOAHi	ALCD2yf	ALCD2if	ALDD2xm	ALDD2x	ACSm	ACS	ADSL1	ADSS	AMPD1	ARGN	ARGSL	ARGSS	ARGNm	ALASm	PPBNGS	HMBS	UPP3S	UPPDC1	CPPPGO	PPPGOmB_mitoMap	FCLTm	HOXG	BILIRED	BILIRED2_mitoMap	PCHOLPm_hs	GLYK	GPAMm_hsB_mitoMap	AGPAT1B_mitoMap	CDSm	PGPPTm	PGPP_hsm_mitoMap	CLS_hsm_mitoMap	CLPN_mitoMap	CYTK1m	NDPK3m	GTHP	GTHPm	GTHO	GTHOm
Biosynthesis of secondary metabolites	HEX1	TPI	GAPD	PGK	PGM	ENO	PYK	PEPCK	LDH_L	G6PDH2r	PGL	GND	RPI	RPE	TKT1	CSm	ICDHxm	SUCOAS1m	SUCOASm	FUMm	MDHm	CII_mitoMap	CV_mitoMap	PEPCKm	ACITLm_mitoMap	ADK1m	FUM	ADK1	ACITL	ASPTA	MDH	ASPTAm	G3PD1	r1446	ECOAH1m	HACD1m	ACACT1rm	ACCOAC	MCOATA	HMGCOASim	LEUTAm	OIVD1m	ILETAm	OIVD3m	r0603	ECOAH9m	HACD9m	ACACT10m	VALTAm	OIVD2m	PPCOACm	THRD_L	r1154	METAT	CYSTS	CYSTGL	2OXOADOXm	SACCD3m	r0525	AASAD3m	R03103_mitoMap	r0450	RE1254C	r0594	PROD2mB_mitoMap	G5SADrm	GLU5Km	G5SDym	P5CRm	P5CRxm	ORNTArm	ORNDC	ARGDCm	AGMTm	GLNS	GLUNm	GLUN_mitoMap	PGCD	PSERT	PSP_L	GHMT2r	r0060	GHMT2rm	OCBTm	TYRTA	TYRTB_mitoMap	ASNS1	r0127	ASP1DC	ALCD2yf	ALCD2if	ALDD2xm	ALDD2x	ACSm	ACS	AMPD1	ARGN	ARGSL	ARGSS	ARGNm	ALASm	PPBNGS	HMBS	UPP3S	UPPDC1	CPPPGO	PPPGOmB_mitoMap	FCLTm	HOXG	BILIRED	BILIRED2_mitoMap	PCHOLPm_hs	GPAMm_hsB_mitoMap	AGPAT1B_mitoMap	CDSm
Microbial metabolism in diverse environments	HEX1	TPI	GAPD	PGK	PGM	ENO	PYK	PEPCK	LDH_L	G6PDH2r	PGL	GND	RPI	RPE	TKT1	CSm	ICDHxm	ICDHyrm	SUCOASm	FUMm	MDHm	CII_mitoMap	PEPCKm	PCm	ME2m	ME1m	r0081	ACITLm_mitoMap	ME2	ALATA_L	FUM	ICDHy	ACITL	ASPTA	MDH	ASPTAm	r1446	ECOAH1m	HACD1m	ACACT1rm	ACCOAC	PPCOACm	MMEm	MMMm	AASAD3m	R03103_mitoMap	r0450	PPD2CSPc_mitoMap	1PPDCRc_mitoMap	1PPDCRc_NADPH_mitoMap	LPCOXc_mitoMap	RE1254C	r0594	GLUDC	ABTArm	r0178	GLUDxm	GLUDym	GLUDxi	GLUDy	GLNS	PGCD	PSERT	PSP_L	GHMT2r	MTHFD	MTHFC	FTHFL	GHMT2rm	MTHFDm	MTHFCm	FTHFLm	LDH_Dm_mitoMap	CBPSam	HGNTOR	MACACI	FUMAC	ALCD2yf	ALCD2if	ALDD2xm	ALDD2x	ACSm	ACS	PPBNGS	HMBS	UPP3S
Carbon metabolism	HEX1	TPI	GAPD	PGK	PGM	ENO	PYK	G6PDH2r	PGL	GND	RPI	RPE	TKT1	CSm	ACONTm	ICDHxm	ICDHyrm	SUCOAS1m	SUCOASm	FUMm	MDHm	CII_mitoMap	PCm	ME2m	ME1m	r0081	ACITLm_mitoMap	ME2	ALATA_L	FUM	ICDHy	ACONT	ACITL	ASPTA	MDH	ASPTAm	r1446	ECOAH1m	HACD1m	ACACT1rm	ACCOAC	PPCOACm	MMEm	MMMm	GLUDym	GLUDy	PGCD	PSERT	PSP_L	GHMT2r	MTHFD	MTHFC	FTHFL	r0060	GHMT2rm	GCCam	GCCbim	GCCcm	MTHFDm	MTHFCm	FTHFLm	CBPSam	MMSAD3m	MMSAD3m2_mitoMap	ACSm	ACS
Biosynthesis of nucleotide sugars	HEX1
Fructose and mannose metabolism	TPI
Inositol phosphate metabolism	TPI	MMSAD3m	MMSAD3m2_mitoMap
