	log2FoldChange	scaled_expression	discretization
MXAN_1123	0.67734964595034	0.44062242252830336	0
MXAN_1746	-0.12616779755258	0.33024259222982627	0
MXAN_0556	1.80529603738864	0.5955693154420061	1
MXAN_1600	-0.0474059489339697	0.3410621700184757	0
MXAN_0531	-0.937943985215259	0.21872825167746024	-1
MXAN_3751	0.0665626340223427	0.356718124905073	0
MXAN_3525	0.851235486074318	0.4645092586877266	1
MXAN_6569	-0.857232797328743	0.22981561175176551	-1
MXAN_0921	-0.244830403621756	0.3139418156547835	-1
MXAN_1910	-1.00771710248417	0.20914346306358347	-1
MXAN_3529	1.16803691983619	0.5080285236143287	1
MXAN_1290	-0.246178708753346	0.313756597906471	-1
MXAN_2524	-0.19616202053468	0.3206274301482705	-1
MXAN_6454	0.253035591517589	0.38233406338905884	0
MXAN_4699	1.04514545324644	0.4911468251061142	1
MXAN_4698	0.199167438913313	0.3749341524213129	0
MXAN_2816	0.905357042323159	0.47194397991567316	1
MXAN_2618	-0.585375808496095	0.267160822531491	-1
MXAN_4783	-1.21194812674071	0.18108808482456817	-1
MXAN_0617	0.527789410842849	0.4200772140775733	0
MXAN_3522	0.294539512071155	0.38803548996600096	0
MXAN_3591	0.166370683319277	0.3704288360201797	0
MXAN_4742	0.121501325544556	0.36426509665543827	0
MXAN_3299	0.535881299066593	0.4211888031988217	0
MXAN_4460	0.27895161209042	0.3858941677476776	0
MXAN_3308	1.97201344695028	0.6184714185936082	1
MXAN_1470	0.102066019623098	0.36159525322297054	0
MXAN_6655	2.24389416670884	0.6558198893095009	1
MXAN_3295	0.739662923251673	0.4491824469925863	0
MXAN_2695	0.415614875182289	0.4046677088949045	0
MXAN_3304	1.02619697482028	0.48854385755387797	1
MXAN_1994	-0.570388692256869	0.2692196146094047	-1
MXAN_3303	0.573721375511949	0.42638692459654914	0
MXAN_3313	1.52152285786203	0.5565871680690068	1
MXAN_3300	1.51995260001248	0.5563714604992961	1
MXAN_5080	1.73333016320789	0.585683306067122	1
MXAN_4773	0.157732577384381	0.3692422125375115	0
MXAN_2072	1.42014526338989	0.5426608472848308	1
MXAN_0358	0.733825467815052	0.4483805510963875	0
MXAN_3296	0.836881674485562	0.4625374641733522	1
MXAN_1462	-1.73086564693416	0.10980397235009966	-1
MXAN_3302	1.56143237591949	0.562069570306937	1
MXAN_6528	1.62258136902264	0.5704696561248922	1
MXAN_3101	0.806949281124825	0.4584256274904023	0
MXAN_3549	0.392222851365913	0.40145432797820246	0
MXAN_3314	1.19962433373167	0.512367711784471	1
MXAN_3310	1.51604499972017	0.5558346703391981	1
MXAN_3100	0.956838521958183	0.4790160317193722	1
MXAN_2675	0.496177016526263	0.41573459432711535	0
MXAN_5201	1.13148580809734	0.5030074683235232	1
MXAN_3842	-0.16637469605932	0.3247193386030543	0
MXAN_4684	0.336622795658215	0.39381650410365543	0
MXAN_1463	-0.543840559626651	0.2728665527041024	-1
MXAN_6805	-0.488838113984289	0.2804222824086599	-1
MXAN_1464	0.41984983211454	0.4052494682969971	0
MXAN_3317	1.72300889808192	0.5842654656676609	1
MXAN_1469	0.859601873463106	0.4656585559776022	1
MXAN_3322	-0.306899867661156	0.3054152840122113	-1
MXAN_3370	-0.40707485676499	0.29165416608398204	-1
MXAN_2298	1.19302456624117	0.5114610964751194	1
MXAN_3725	0.140291472389108	0.3668463140723786	0
MXAN_3323	0.876837474628455	0.4680262242181692	1
MXAN_3075	0.869456602788734	0.4670123079831071	1
MXAN_3306	0.8104626466811	0.4589082613112532	0
MXAN_3327	0.321571257994607	0.3917488624034362	0
MXAN_3316	1.28424043156302	0.5239914924437017	1
MXAN_5802	-0.117253009555432	0.3314672237474475	0
MXAN_6220	-0.317512511875825	0.3039574166355847	-1
MXAN_2976	0.779889533512621	0.4547084084387118	0
MXAN_3595	0.977209802021723	0.4818144506641728	1
MXAN_3069	-0.446102415899877	0.2862929192447191	-1
MXAN_4051	0.688608731837091	0.4421690921115768	0
MXAN_1399	0.36133788680151	0.39721163583136926	0
MXAN_5076	1.811447861345	0.5964143963917972	1
MXAN_3325	0.586063267644754	0.4280823401350622	0
MXAN_3289	0.366738696711073	0.3979535493842264	0
MXAN_3592	0.268620856229829	0.3844750235984531	0
MXAN_3305	1.88076078129181	0.6059359673335151	1
MXAN_3324	0.0508467240630423	0.35455921785418026	0
MXAN_5078	0.161995338560468	0.3698277914306942	0
MXAN_3593	-0.0619099800453405	0.33906973972880133	0
MXAN_3074	0.353064491398355	0.396075112924522	0
MXAN_2630	-0.676715559428457	0.2546134082980591	-1
MXAN_3318	0.967151807833768	0.4804327760028615	1
MXAN_4731	0.976492602219056	0.48171592835684934	1
MXAN_3309	1.78674248251241	0.5930205988519297	1
MXAN_4745	0.480439455265287	0.4135727130196909	0
MXAN_5079	0.977932292179449	0.48191369971177833	1
MXAN_3545	0.134504091335481	0.3660512969339988	0
MXAN_2352	-0.261330745928629	0.3116751505083997	-1
MXAN_5139	-0.804227489667646	0.23709699302339587	-1
MXAN_7512	0.414329417494513	0.4044911245499349	0
MXAN_1993	0.412575445209461	0.40425017998210044	0
MXAN_4360	-0.328788084380002	0.30240848227256273	-1
MXAN_3076	0.67104910013436	0.4397569115383691	0
MXAN_1941	0.52233175926746	0.4193274921398722	0
MXAN_3307	1.61339013574287	0.5692070490989241	1
MXAN_3312	-0.151026321033782	0.326827757087774	0
MXAN_3073	1.7940664137839	0.5940266931158457	1
MXAN_3594	0.779378484961444	0.45463820529276977	0
MXAN_3301	2.84355571002506	0.7381958724607947	1
MXAN_2804	1.53418602433379	0.5583267173189904	1
MXAN_3839	0.634605897836876	0.4347506798533507	0
MXAN_2671	-0.652971407481235	0.25787516133616367	-1
MXAN_1947	0.0102504747317362	0.34898247879496413	0
MXAN_3507	-0.419920269714699	0.28988958149037125	-1
MXAN_1531	0.023503099287095	0.3508030023707222	0
MXAN_1595	-0.632110346528123	0.2607408618713161	-1
MXAN_4027	-1.020047198874	0.20744966791566474	-1
MXAN_2251	2.68303664853469	0.7161452413136521	1
MXAN_2250	2.15680560478479	0.6438564642913605	1
MXAN_2249	2.25221948328232	0.6569635446688117	1
MXAN_4664	0.0152434674032439	0.34966837016946867	0
MXAN_4665	-0.0827323215000163	0.33620935812194486	0
MXAN_5105	2.49512144071064	0.6903311797548923	1
MXAN_1330	-1.57760687533174	0.13085725170080076	-1
MXAN_5609	1.06279953815936	0.4935719807919297	1
MXAN_0056	-0.4865209621256	0.2807405914024546	-1
MXAN_4612	-0.0894659368657778	0.33528435602351153	0
MXAN_1438	-1.21291439762735	0.1809553474243386	-1
MXAN_0607	0.557968221602212	0.42422290131456264	0
MXAN_2730	0.827901106865555	0.4613037964566204	1
MXAN_1082	0.693340442504596	0.44281909096937855	0
MXAN_1081	1.11770262256764	0.5011140611647336	1
MXAN_1084	0.55584894190873	0.4239317741774818	0
MXAN_1080	0.643021011734353	0.43590667074248	0
MXAN_2733	-0.685123089083909	0.25345845926228894	-1
MXAN_2726	0.783395695572405	0.45519005270952034	0
MXAN_1085	0.226644373615921	0.3787086807954255	0
MXAN_2727	0.436247420430503	0.40750201804592323	0
MXAN_2734	-0.301203949236226	0.3061977368565414	-1
MXAN_1083	0.310243365695781	0.3901927408286103	0
MXAN_2729	1.35164459331088	0.5332508557534826	1
MXAN_2728	0.36771867398898	0.3980881696423258	0
MXAN_1086	0.255585122264263	0.3826842944555206	0
MXAN_5630	0.353908098367244	0.3961909998848083	0
MXAN_7165	3.24311346700543	0.7930834393288725	1
MXAN_3720	-0.250817313034205	0.3131193891470557	-1
MXAN_6188	2.04798068634758	0.62890709869081	1
MXAN_4389	3.95337887571205	0.8906531634385771	1
MXAN_4224	-0.570312678880512	0.26923005662737276	-1
MXAN_4227	-0.785083201716195	0.23972685908586008	-1
MXAN_1075	-0.636156694453567	0.2601850118385004	-1
MXAN_2697	0.676043040944158	0.44044293315938465	0
MXAN_0919	-0.216050134760811	0.3178953840788449	-1
MXAN_2978	-0.0668306660436053	0.33839378117950997	0
MXAN_2080	0.117894774174263	0.3637696618251996	0
MXAN_2003	-1.33318960221752	0.1644330469078728	-1
MXAN_1282	0.0783625441687888	0.3583390879470499	0
MXAN_1283	0.0295751319770115	0.35163712233077926	0
MXAN_5018	0.607487775847131	0.43102544186698877	0
MXAN_7225	-0.433078685904633	0.28808199939270096	-1
MXAN_0124	-1.97359291923357	0.07646033389911468	-1
MXAN_4707	-0.563496965640175	0.2701663365761337	-1
MXAN_4459	-1.02949556093579	0.20615173890440097	-1
MXAN_5019	0.576735186107971	0.4268009341551847	0
MXAN_3258	-0.900259825599985	0.22390495465622953	-1
MXAN_3257	0.185442265212842	0.37304871439364473	0
MXAN_3256	-0.255732637152495	0.31244416716348106	-1
MXAN_7060	2.4368096231927	0.6823208390036494	1
MXAN_3336	0.228233552366851	0.3789269875444077	0
MXAN_4388	0.28993348597836	0.38740275649819134	0
MXAN_4386	0.472249206518818	0.412447612035204	0
MXAN_4158	-1.01245128466285	0.20849312469232587	-1
MXAN_5902	1.0898275499542	0.49728484026914754	1
MXAN_1096	1.75813241974815	0.5890904117747449	1
MXAN_4991	1.6323039578116	0.571805255879776	1
MXAN_6806	1.4299214975451	0.5440038163463436	1
MXAN_7496	1.90892009755898	0.6098042350058895	1
MXAN_2369	-0.130494526808005	0.3296482259907074	0
MXAN_6531	-0.488659406109829	0.28044683165151135	-1
MXAN_4350	0.199959662476277	0.37504298080225906	0
MXAN_5603	0.114849946241191	0.36335139139030354	0
MXAN_2914	-0.311221284939384	0.30482164748362484	-1
MXAN_5529	0.155057324540345	0.368874710926541	0
MXAN_1236	-0.165730471872349	0.32480783619200776	0
MXAN_0175	0.268275614317598	0.3844275974423788	0
MXAN_5822	0.734476874728712	0.4484700353822191	0
MXAN_1564	1.86333026486872	0.6035415234289646	1
MXAN_7189	0.407597516408137	0.40356635794342427	0
MXAN_5574	-0.232850369716188	0.31558752244081395	-1
MXAN_2535	-0.859877169909532	0.22945235218711815	-1
MXAN_0644	0.728079882214956	0.4475912754327016	0
MXAN_5137	-0.179719110501815	0.3228862057774945	-1
MXAN_6365	2.6819020914366	0.7159893863027078	1
MXAN_7158	-0.715043554354429	0.2493482611505793	-1
MXAN_5736	-0.371780069047264	0.2965026391447777	-1
MXAN_1197	-0.93686038891604	0.21887710616293155	-1
MXAN_5982	0.216848663388526	0.37736303629038626	0
MXAN_4457	0.274650128353491	0.38530326950551375	0
MXAN_1389	-0.772356905473622	0.24147508052267105	-1
MXAN_5638	-1.49091023619398	0.14276683797406933	-1
MXAN_2700	-0.453976437827805	0.28521125858980884	-1
MXAN_5104	2.24101448868293	0.655424305648705	1
MXAN_6371	0.474829645120382	0.4128020889382748	0
MXAN_4726	0.0450427398744775	0.3537619199299486	0
MXAN_5929	0.245994205041041	0.38136678252834844	0
MXAN_2358	-1.36899564975507	0.15951434167899298	-1
MXAN_2662	0.551112624486606	0.42328114248613397	0
MXAN_2568	-0.123210832123674	0.33064879292264293	0
MXAN_3087	0.9148785618244	0.4732519586225807	1
MXAN_6643	1.13157796743075	0.5030201283244534	1
MXAN_6644	0.102429955305917	0.36164524735717873	0
MXAN_0951	0.0917749332170835	0.36018155849827266	0
MXAN_6534	-0.437070124865699	0.2875336922479942	-1
MXAN_6532	0.738986055608552	0.4490894651460983	0
MXAN_6535	-0.567885800132106	0.2695634388912801	-1
MXAN_3753	0.0763528969591111	0.3580630211114663	0
MXAN_0318	0.578646951832163	0.4270635549332562	0
MXAN_2916	-0.669228816765805	0.2556418680922725	-1
MXAN_3512	1.19487892462781	0.5117158311615719	1
MXAN_3388	0.762238258279756	0.4522836387208802	0
MXAN_6064	0.513711156929102	0.41814327314018207	0
MXAN_3575	0.444231708952227	0.4085988261105247	0
MXAN_1089	-0.552858930207524	0.2716276919645696	-1
MXAN_2679	-1.01360329838362	0.2083348716512397	-1
MXAN_1530	0.246931132281081	0.38149548896850577	0
MXAN_6349	0.0273748023336747	0.35133486129762304	0
MXAN_0255	-1.08080443999865	0.19910339737857946	-1
MXAN_1012	0.0339780627499231	0.35224195643296285	0
MXAN_5106	2.34865573728848	0.6702110695830383	1
MXAN_2338	1.5165140539774	0.5558991046955801	1
MXAN_4763	0.977481055666431	0.4818517129930902	1
MXAN_5058	0.190451763719521	0.37373687318785476	0
MXAN_5057	-0.434077598731657	0.2879447779431588	-1
MXAN_7160	0.840939423782056	0.46309488042157715	1
MXAN_5336	0.394290371561299	0.40173834487186244	0
MXAN_3918	1.47007682277341	0.5495199853108385	1
MXAN_1287	-1.07791795568108	0.19949991602507408	-1
MXAN_3408	-0.33841021950404	0.3010866819175261	-1
MXAN_6895	-0.0346141810010775	0.3428193853534593	0
MXAN_3138	1.42053827036618	0.5427148349657454	1
MXAN_1306	-0.169890579666847	0.3242363588755002	0
MXAN_0045	-0.572509934908111	0.2689282178192551	-1
MXAN_2716	-0.456021857774394	0.28493027762490364	-1
MXAN_4924	0.576166269072707	0.42672278156955745	0
MXAN_6872	-0.268531701281627	0.3106859495442169	-1
MXAN_5494	0.227499733625401	0.37882618228024567	0
MXAN_0549	0.292697253312107	0.3877824174150142	0
MXAN_4549	0.486029745785083	0.4143406556746807	0
MXAN_3242	-0.417255635978489	0.2902556243460537	-1
MXAN_4056	-1.40151092443994	0.15504769253423017	-1
MXAN_5334	0.18703645781867	0.3732677098998621	0
MXAN_3291	0.955953721728267	0.4788944860080552	1
MXAN_7086	0.609713438678733	0.431331182940366	0
MXAN_6683	1.11805100679363	0.5011619189829482	1
MXAN_5701	-0.361545278473054	0.2979086004662853	-1
MXAN_4120	1.17849992524527	0.5094658349892149	1
MXAN_1732	0.312027116426068	0.39043777608515123	0
MXAN_1034	-0.276765467233107	0.3095548705666658	-1
MXAN_5819	0.205145668887957	0.37575538662776614	0
MXAN_3353	-1.02168410584579	0.20722480470302201	-1
MXAN_0477	-0.332376800984961	0.30191549741822304	-1
MXAN_5036	-0.512983886650309	0.2771053584129817	-1
MXAN_3917	3.43512962550583	0.8194608517437686	1
MXAN_0417	2.11100058051711	0.6375641916762909	1
MXAN_6668	1.92041897747021	0.6113838452850279	1
MXAN_1380	-0.413194375326847	0.29081352295192814	-1
MXAN_0814	-0.209704489686465	0.3187670903897709	-1
MXAN_0170	1.83663047114055	0.5998737515286162	1
MXAN_7029	0.293236853698599	0.3878565427492824	0
MXAN_2741	0.767915462691416	0.453063520806323	0
MXAN_0619	0.612161007788339	0.4316674074556476	0
MXAN_5278	-0.0153178156386359	0.3454701424108274	0
MXAN_6548	1.89526514635253	0.6079284434980771	1
MXAN_3664	0.653660705866467	0.43736825398778034	0
MXAN_4154	-0.565202411612869	0.26993205810642373	-1
MXAN_0193	-0.861399707948799	0.22924319992570036	-1
MXAN_2531	1.34615997345872	0.532497429162152	1
MXAN_2623	0.594104242566704	0.4291869352555487	0
MXAN_4255	-0.328889252381675	0.3023945847437081	-1
MXAN_5576	0.732627346328848	0.44821596419489146	0
MXAN_5133	1.06049314751337	0.4932551500744825	1
MXAN_6788	1.31102036625143	0.527670273371499	1
MXAN_1877	2.37126788605078	0.6733173184432818	1
MXAN_3832	-0.0456580348460349	0.34130228236695376	0
MXAN_0884	-0.179971577195813	0.3228515242269384	-1
MXAN_2761	0.44849126836811	0.40918396517536165	0
MXAN_3968	-1.83462041375618	0.09555109750951629	-1
MXAN_4185	-0.76676675758875	0.24224300358378792	-1
MXAN_5378	-0.229439257468327	0.31605610964336	-1
MXAN_7295	-1.0550058381409	0.20264737183491754	-1
MXAN_5379	0.125868081937564	0.3648649614542829	0
MXAN_7294	-0.883722545044171	0.22617669403924945	-1
MXAN_7293	-1.14578317139076	0.19017721736585474	-1
MXAN_4764	0.189645391986008	0.37362610126146745	0
MXAN_0704	0.331058292355057	0.39305210385912526	0
MXAN_5856	-2.53019109353647	0.0	-1
MXAN_0949	-0.538136741806824	0.2736500906945924	-1
MXAN_2570	-0.724447531983409	0.2480564292641522	-1
MXAN_3510	-0.419604620557529	0.2899329424661459	-1
MXAN_6566	0.565363035491546	0.425238732780069	0
MXAN_3834	0.976503363908845	0.4817174066987351	1
MXAN_6159	0.760349407984184	0.45202416585346417	0
MXAN_4146	-0.405378684870238	0.29188717056622887	-1
MXAN_0952	-1.39549947819556	0.1558734896860759	-1
MXAN_7090	2.055064791214	0.6298802478107136	1
MXAN_4967	-0.17274595026269	0.3238441143457058	0
MXAN_5922	0.398439890886693	0.4023083676419476	0
MXAN_4151	-0.460006274707436	0.2843829351017716	-1
MXAN_2325	0.585453440346941	0.4279985676741302	0
MXAN_7251	0.237544895158008	0.3802060941094852	0
MXAN_4545	0.142361096165467	0.36713061993663004	0
MXAN_6439	1.29838684720009	0.5259347968112388	1
MXAN_1100	-0.491092882996493	0.28011254299610366	-1
MXAN_2264	0.225238855801744	0.37851560369540144	0
MXAN_2263	0.600316034760406	0.4300402540897997	0
MXAN_2261	0.215021081804578	0.37711197995461665	0
MXAN_3409	0.358049284383513	0.39675987790159095	0
MXAN_6062	-1.00205172823707	0.20992172002991155	-1
MXAN_2572	-0.346016720150118	0.3000417708738789	-1
MXAN_0861	1.402054021235	0.5401756389609892	1
MXAN_4432	-1.44273185137784	0.14938514101535352	-1
MXAN_2520	-0.275043794601529	0.30979137810541274	-1
MXAN_4640	-0.60878918322343	0.2639445086231688	-1
MXAN_6571	-1.3932183527223	0.15618684970665028	-1
MXAN_4188	-0.166021445475692	0.3247678649166882	0
MXAN_5591	-1.76205295771788	0.10551974666264526	-1
MXAN_1921	-1.09560670655368	0.1970699982488055	-1
MXAN_5715	-1.32084941030037	0.16612822888640902	-1
MXAN_1361	-0.639113671013363	0.2597788096166246	-1
MXAN_2606	-0.844822470036172	0.2315204282826061	-1
MXAN_2621	2.71871300953948	0.7210461314003794	1
MXAN_4049	-0.743391695219749	0.24545405449297367	-1
MXAN_4256	-0.285130153121434	0.3084058070132618	-1
MXAN_4649	-0.976628845776836	0.21341408161378123	-1
MXAN_0639	0.0188018814761094	0.3501571923408733	0
MXAN_0873	-1.52290367121145	0.1383718743594669	-1
MXAN_2723	-0.356649473136667	0.2985811411392655	-1
MXAN_3506	-0.275314354068289	0.30975421113627216	-1
MXAN_4429	-0.114562564316508	0.3318368123497872	0
MXAN_0845	0.525915568359153	0.41981980284521137	0
MXAN_3170	1.8133178206441	0.5966712741880027	1
MXAN_5575	0.031273708746307	0.351870457172555	0
MXAN_5719	-0.596867355854219	0.26558221953100486	-1
MXAN_0831	2.22933648555841	0.6538200890712899	1
MXAN_5602	0.064154053645616	0.35638725630303697	0
MXAN_6762	-0.393605045124907	0.29350452482231026	-1
MXAN_3382	-0.0998184394413754	0.33386222451075015	0
MXAN_5264	0.331365146715676	0.3930942566867027	0
MXAN_3759	-0.70923729139179	0.250145872111818	-1
MXAN_1071	1.42409653369968	0.5432036364299634	1
MXAN_3841	-0.216759459327823	0.31779794359890706	-1
MXAN_0236	-0.0007714671757386	0.34746838586873846	0
MXAN_3840	0.635033116837058	0.43480936726719793	0
MXAN_0001	0.414907322726919	0.4045705118513524	0
MXAN_2801	0.943407523920548	0.47717100483648295	1
MXAN_1434	-1.5369853743803	0.1364374595951588	-1
MXAN_3550	-0.666536322375709	0.2560117381881385	-1
MXAN_7354	0.497945119170352	0.4159774799936094	0
MXAN_1876	2.32120994604488	0.6664408194106599	1
MXAN_5971	-0.502599368164244	0.27853188797682815	-1
MXAN_6922	0.305249950109276	0.38950679135793626	0
MXAN_4873	-0.02492039944958	0.3441510278352207	0
MXAN_2800	-0.0384661651087724	0.34229023523287666	0
MXAN_5203	1.90100468935782	0.6087168890857085	1
MXAN_4901	0.276415465111114	0.3855457752199841	0
MXAN_3002	0.971373957100926	0.4810127760058136	1
MXAN_0264	0.884775415730987	0.46911666550093345	1
MXAN_1933	-0.437430610854707	0.28748417200096854	-1
MXAN_1620	0.443634484041868	0.4085167848495807	0
MXAN_3982	0.968562345509417	0.4806265426852487	1
MXAN_5844	1.10762467397529	0.49972964535101966	1
MXAN_1428	-0.295699129330664	0.3069539383452741	-1
MXAN_4591	-0.03002198224923	0.3434502193484452	0
MXAN_0766	0.530547265218616	0.42045606272665553	0
MXAN_1420	0.745985202316767	0.4500509434962371	0
MXAN_4451	0.183916404122724	0.37283910564208855	0
MXAN_4343	0.0249838111976376	0.3510064089435704	0
MXAN_1293	0.392645958705536	0.4015124505699684	0
MXAN_5075	-1.41304787612332	0.1534628523054709	-1
MXAN_7156	-0.507280700467516	0.2778888096349899	-1
MXAN_5807	-0.203560563084211	0.3196110864737472	-1
MXAN_4818	1.27305360799338	0.5224547495924043	1
MXAN_4821	0.915605353364141	0.4733517985544548	1
MXAN_4819	1.45276064314535	0.5471412479427601	1
MXAN_0770	1.12109498372509	0.501580072515076	1
MXAN_0479	2.12730158740925	0.6398034739582096	1
MXAN_3848	0.285473771403028	0.3867901219599058	0
MXAN_3898	0.470791012949453	0.41224729882479355	0
MXAN_6055	0.141534152936079	0.3670170220874926	0
MXAN_0260	-0.484900833530673	0.2809631497561229	-1
MXAN_5112	-0.543615692787494	0.27289744284064715	-1
MXAN_3042	0.482701977040573	0.413883517435478	0
MXAN_6841	-0.435990579583697	0.2876819902420084	-1
MXAN_0212	2.71140238575167	0.7200418651960807	1
MXAN_3250	1.37803301010179	0.5368758535563032	1
MXAN_4909	0.794554615333515	0.4567229623924464	0
MXAN_4431	0.678652860055421	0.4408014460864409	0
MXAN_6555	1.79700378698043	0.594430202408118	1
MXAN_6492	1.14721454747774	0.5051681377621963	1
MXAN_2701	-0.188774558318775	0.32164225170855065	-1
MXAN_1754	1.28972869710992	0.5247454198470183	1
MXAN_1416	-0.268016389835696	0.31075673828740186	-1
MXAN_6848	0.457374323279699	0.41040423749378047	0
MXAN_6931	2.06488072642152	0.6312286706373588	1
MXAN_2652	0.432924970275061	0.407045610425531	0
MXAN_6469	1.8776084316859	0.605502926560903	1
MXAN_3703	-0.189358041563222	0.3215620981511826	-1
MXAN_5670	1.3113301175718	0.5277128241567416	1
MXAN_2256	0.518805140232623	0.41884303767812997	0
MXAN_3412	-1.29581556084342	0.16956714869719683	-1
MXAN_2582	1.12511295359514	0.5021320242318514	1
MXAN_4341	-0.641511128056294	0.2594494690357992	-1
MXAN_5608	0.246734275376312	0.38146844657892587	0
MXAN_5706	-1.5548602515612	0.1339819734998819	-1
MXAN_1110	0.445933773182102	0.408832640027534	0
MXAN_1588	0.771701032695127	0.4535835475686184	0
MXAN_1057	-0.717095169320785	0.24906642917088145	-1
MXAN_7159	-0.159407321966174	0.32567645232379044	0
MXAN_1341	-0.923799800875286	0.2206712495299405	-1
MXAN_1589	0.442295193642019	0.4083328054621374	0
MXAN_1590	0.471988928776445	0.4124118574747201	0
MXAN_5225	0.367786872323656	0.3980975381018024	0
MXAN_6112	-0.0838275516684632	0.33605890548260464	0
MXAN_6859	-0.186229149304429	0.32199191656936427	-1
MXAN_4587	0.580545716190852	0.4273243897034078	0
MXAN_1400	0.878141235206739	0.46820532284576527	1
MXAN_2318	1.20739932262513	0.5134357681926697	1
MXAN_2002	-1.09563654946083	0.1970658987049145	-1
MXAN_1066	-0.63465805024667	0.2603908817851614	-1
MXAN_6771	-0.639244086242689	0.2597608943728452	-1
MXAN_2689	1.42706903763405	0.5436119716596343	1
MXAN_2411	-0.519663149015407	0.2761878228294796	-1
MXAN_2350	1.3667947949846	0.5353320510072441	1
MXAN_6773	0.0735796445051577	0.35768205721613666	0
MXAN_3777	0.864315545410027	0.4663060768420101	1
MXAN_6499	0.941397263075497	0.47689485370532014	1
MXAN_4888	-0.142224596570803	0.32803685697778034	0
MXAN_5017	1.09073441117035	0.4974094165156899	1
MXAN_2273	0.0509039683774634	0.35456708155118205	0
MXAN_3528	0.84598790043101	0.46378839367419317	1
MXAN_3642	-1.21614428547274	0.1805116551620984	-1
MXAN_3219	1.91806052352792	0.6110598625911589	1
MXAN_6061	-0.633114746951071	0.26060288658635733	-1
MXAN_7358	0.453809234335458	0.409914498389986	0
MXAN_1971	-0.659356724411457	0.25699800527084254	-1
MXAN_4643	0.803907182846282	0.4580077320303199	0
MXAN_6356	1.53138163455497	0.5579414760645784	1
MXAN_3533	-1.94194613806036	0.080807677399417	-1
MXAN_1594	-0.0538486487808373	0.340177131216255	0
MXAN_7320	0.183265279053469	0.3727496600734471	0
MXAN_2349	-0.0770731517765617	0.336986762767925	0
MXAN_3040	0.326042664571589	0.39236310308128775	0
MXAN_3041	0.294919675085179	0.3880877132616033	0
MXAN_4714	0.283505963311411	0.3865198025972474	0
MXAN_6497	1.02078255852762	0.4878000748813529	1
MXAN_1039	3.24317969746166	0.7930925374593216	1
MXAN_6908	0.147279868909252	0.36780631566063177	0
MXAN_6830	-1.26169048137787	0.17425493800505368	-1
MXAN_2403	0.138618262729366	0.3666164639306182	0
MXAN_7443	1.32017516863274	0.52892787585597	1
MXAN_3279	0.433119569462075	0.4070723426706272	0
MXAN_3121	0.774977032715719	0.4540335742970418	0
MXAN_6506	2.35989596198659	0.6717551481898267	1
MXAN_1363	1.21605282272585	0.5146245063841409	1
MXAN_1385	0.141710079906975	0.36704118931540963	0
MXAN_5093	-0.117702856137156	0.3314054279647268	0
MXAN_1183	-0.0194390104276258	0.3449040106048363	0
MXAN_5122	-0.629942397485044	0.2610386747556607	-1
MXAN_2295	-0.575933633952999	0.26845790155839044	-1
MXAN_5481	-0.366257382135732	0.2972612950383312	-1
MXAN_6241	-0.483307556768428	0.2811820194521788	-1
MXAN_6344	1.4618778649179	0.5483936879491157	1
MXAN_1259	-0.126014640043522	0.3302636315986608	0
MXAN_1432	0.0094022532503922	0.3488659579354317	0
MXAN_5601	-0.3360330121085	0.30141324078818366	-1
MXAN_5741	-0.666196943801512	0.25605835889280365	-1
MXAN_6516	1.67642514863357	0.577866218955157	1
MXAN_1246	-0.263856861234898	0.3113281360396101	-1
MXAN_7093	1.34281537322581	0.5320379787680006	1
MXAN_6697	0.444659682172741	0.4086576171322189	0
MXAN_4225	0.0341791672643789	0.3522695823200638	0
MXAN_0616	-0.322572545786923	0.30326231575267587	-1
MXAN_5108	2.24190906711798	0.6555471945998385	1
MXAN_2055	-0.197668122063625	0.3204205357833485	-1
MXAN_6164	0.457427308292306	0.4104115160871043	0
MXAN_1766	-1.02483099984844	0.20679251337096888	-1
MXAN_1250	0.225776769433918	0.37858949731888736	0
MXAN_1801	-0.0772987998620746	0.3369557653109469	0
MXAN_6138	-0.57686875623932	0.268329443066161	-1
MXAN_5943	0.322834368868687	0.3919223769488346	0
MXAN_2207	1.66584028385604	0.5764121676619048	1
MXAN_1056	-0.764907489018617	0.24249841278605225	-1
MXAN_6348	0.511048725340106	0.4177775327952139	0
MXAN_0874	0.598760648158082	0.42982658939514834	0
MXAN_5342	0.468195596886624	0.41189076445595635	0
MXAN_6575	0.0655242632876115	0.3565754830913659	0
MXAN_1192	0.362883482117748	0.39742395548926335	0
MXAN_0618	-0.329836842793874	0.30226441349511013	-1
MXAN_5606	0.717335860512783	0.44611536062612445	0
MXAN_5421	1.72732709818063	0.5848586602497382	1
MXAN_5892	0.137833678009488	0.36650868490362243	0
MXAN_2419	0.440977418034822	0.40815178157887266	0
MXAN_5911	0.859326169980662	0.4656206823709358	1
MXAN_5181	-0.29832374986109	0.3065933921354951	-1
MXAN_3532	0.490054490375552	0.4148935380401885	0
MXAN_3527	1.1298047504773	0.5027765401012146	1
MXAN_3646	-0.3421117226009	0.30057820349308817	-1
MXAN_3499	0.275835193514351	0.3854660628492128	0
MXAN_3326	1.72793899323714	0.5849427167603269	1
MXAN_3078	0.990305830778744	0.4836134625505634	1
MXAN_5204	2.16349308135326	0.644775128266513	1
MXAN_3077	1.76295922766359	0.5897534742171318	1
MXAN_3762	-0.442464661290251	0.2867926404887627	-1
