reaction_id	flux_value	classification	y_f	y_r	c_value
rxn01607_c	0.0	moderate	0.0	0.0	0.8242998550924422
rxn05465_c	0.0	low	1.0	0.0	
rxn12845_c	0.0	moderate	0.0	0.0	0.40293791449304434
rxn08820_c	0.0	low	1.0	0.0	
rxn05148_c	0.0	low	1.0	0.0	
rxn05380_c	0.0	low	1.0	0.0	
rxn05347_c	0.0	moderate	0.0	0.0	0.6920181288816155
rxn06077_c	4.0	high	1.0	0.0	1.0566126502594884
rxn08126_c	0.0	low	1.0	0.0	
rxn02344_c	0.0	moderate	0.0	0.0	0.4069543781377219
rxn03407_c	0.0	moderate	0.0	0.0	0.72725114796525
rxn08547_c	0.0	low	1.0	0.0	
rxn05732_c	-1.0	moderate	0.0	1.0	0.5276378124934911
rxn01303_c	0.0	low	1.0	0.0	
rxn00113_c	0.0	high	0.0	0.0	1.1457030620342332
rxn05023_c	0.0	high	0.0	0.0	1.100616466605832
rxn00297_c	0.0	moderate	0.0	0.0	0.35769078894186324
rxn00137_c	1.0	low	0.0	0.0	
rxn00745_c	0.0	low	1.0	0.0	
rxn06023_c	0.0	moderate	0.0	0.0	0.27602709191191876
rxn00611_c	0.0	low	1.0	0.0	
rxn07435_c	0.0	low	1.0	0.0	
rxn01678_c	2.0	high	1.0	0.0	1.1253177243083452
rxn02286_c	0.0	moderate	0.0	0.0	0.15217791284652074
rxn00872_c	-1.0	moderate	0.0	1.0	0.5276378124934911
rxn00832_c	0.0	low	1.0	0.0	
rxn00360_c	0.0	low	1.0	0.0	
rxn01106_c	5.0	moderate	1.0	0.0	0.21068651815037998
rxn10193_c	0.0	high	0.0	0.0	1.1015221062842442
rxn12640_c	0.0	moderate	0.0	0.0	0.40293791449304434
rxn00690_c	0.0	moderate	0.0	0.0	0.37543847438261935
rxn00066_c	1.0	high	1.0	0.0	1.160154173688453
rxn10012_c	-1.0	moderate	0.0	1.0	0.5276378124934911
rxn09450_c	0.0	low	1.0	0.0	
rxn00938_c	0.0	low	1.0	0.0	
rxn04938_c	1000.0	high	1.0	0.0	1.1135530084403107
rxn05115_c	0.0	low	1.0	0.0	
rxn00412_c	1.0	high	1.0	0.0	1.1457030620342332
rxn01573_c	0.0	low	1.0	0.0	
rxn00650_c	1.0	low	0.0	0.0	
rxn03167_c	0.0	low	1.0	0.0	
rxn00640_c	0.0	high	0.0	0.0	1.0152415368849679
rxn01103_c	0.0	low	1.0	0.0	
rxn00515_c	-3.0	high	0.0	1.0	1.1253177243083452
rxn08846_c	0.0	low	1.0	0.0	
rxn05397_c	0.0	low	1.0	0.0	
rxn03005_c	0.0	low	1.0	0.0	
rxn05012_c	0.0	high	0.0	0.0	1.2120369559081934
rxn01353_c	1.0	high	1.0	0.0	1.1253177243083452
rxn10235_c	0.0	low	1.0	0.0	
rxn12633_c	0.0	moderate	0.0	0.0	0.40293791449304434
rxn00882_c	0.0	low	1.0	0.0	
rxn03244_c	0.0	high	0.0	0.0	1.3645114190594982
rxn00552_c	2.0	moderate	1.0	0.0	0.6760098812583472
rxn06723_c	0.0	moderate	0.0	0.0	0.05059650024392257
rxn00313_c	0.0	moderate	0.0	0.0	0.34301521685818465
rxn02949_c	0.0	low	1.0	0.0	
rxn00735_c	0.0	moderate	0.0	0.0	0.028088487939953374
rxn00775_c	0.0	low	1.0	0.0	
rxn02680_c	0.0	high	0.0	0.0	1.2417356207204766
rxn05405_c	0.0	low	1.0	0.0	
rxn00804_c	0.0	low	1.0	0.0	
rxn00196_c	0.0				
rxn00547_c	0.0	high	0.0	0.0	1.029864608882069
rxn04750_c	0.0	high	0.0	0.0	1.0011985901462528
rxn05619_c	0.0	high	0.0	0.0	1.059632778583942
rxn08020_c	0.0	low	1.0	0.0	
rxn05325_c	0.0	low	1.0	0.0	
rxn11040_c	0.0	moderate	0.0	0.0	0.11859982627335756
rxn05610_c	0.0	low	1.0	0.0	
rxn08441_c	0.0	moderate	0.0	0.0	0.0561541555000128
rxn08803_c	0.0	low	1.0	0.0	
rxn07879_c	0.0	moderate	0.0	0.0	0.09615812849127359
rxn02312_c	0.0	moderate	0.0	0.0	0.8270818008676171
rxn02895_c	0.0	low	1.0	0.0	
rxn07295_c	0.0	low	1.0	0.0	
rxn02934_c	0.0	low	1.0	0.0	
rxn08089_c	0.0	low	1.0	0.0	
rxn00189_c	1.0	high	1.0	0.0	1.0088962889803685
rxn01508_c	0.0	low	1.0	0.0	
rxn02508_c	0.0	moderate	0.0	0.0	0.7325891242795615
rxn05442_c	0.0	low	1.0	0.0	
rxn00543_c	0.0	low	1.0	0.0	
rxn01996_c	0.0	moderate	0.0	0.0	0.6314846561353517
rxn10340_c	0.0				
rxn00420_c	1.0	low	0.0	0.0	
rxn10253_c	0.0	moderate	0.0	0.0	0.1463420475613635
rxn10207_c	0.0	low	1.0	0.0	
rxn10221_c	0.0	low	1.0	0.0	
rxn02792_c	0.0	moderate	0.0	0.0	0.5925016958464195
rxn14334_c	0.0	low	1.0	0.0	
rxn07979_c	0.0	moderate	0.0	0.0	0.11723386591098567
rxn00993_c	-3.0	moderate	0.0	1.0	0.02488663235806151
rxn00469_c	35.636364	high	1.0	0.0	1.2268237198425267
rxn02804_c	0.0	high	0.0	0.0	1.2417356207204766
rxn05005_c	0.0	high	0.0	0.0	1.1125117549550685
rxn10203_c	0.0	low	1.0	0.0	
rxn00048_c	0.0	high	0.0	0.0	1.0384643632525785
rxn05231_c	0.0	moderate	0.0	0.0	0.26219147469039483
rxn09200_c	0.0	low	1.0	0.0	
rxn00283_c	0.0	high	0.0	0.0	1.0197075306810657
rxn05373_c	0.0	moderate	0.0	0.0	0.11723386591098567
rxn00726_c	0.0	low	1.0	0.0	
rxn00184_c	-6.0	moderate	0.0	1.0	0.5588114771975896
rxn00379_c	1.0	high	1.0	0.0	1.0724717614510946
rxn01025_c	0.0	high	0.0	0.0	1.0069602280805614
rxn08851_c	0.0	low	1.0	0.0	
rxn05330_c	0.0	moderate	0.0	0.0	0.11723386591098567
rxn02155_c	2.0	low	0.0	0.0	
rxn02866_c	0.0	low	1.0	0.0	
rxn00304_c	0.0	low	1.0	0.0	
rxn08552_c	0.0	low	1.0	0.0	
rxn05170_c	0.0	low	1.0	0.0	
rxn02475_c	0.0	moderate	0.0	0.0	0.2610180660405382
rxn05339_c	0.0	low	1.0	0.0	
rxn05460_c	0.0	moderate	0.0	0.0	0.6920181288816155
rxn05484_c	-419.27273	moderate	0.0	1.0	0.46679799804721656
rxn03108_c	0.0				
rxn10313_c	0.0	high	0.0	0.0	1.0579979408010238
rxn00675_c	0.0	low	1.0	0.0	
rxn01018_c	0.0	low	1.0	0.0	
rxn00714_c	0.0	moderate	0.0	0.0	0.8077514328868975
rxn08813_c	0.0	low	1.0	0.0	
rxn05683_c	-1.0	moderate	0.0	1.0	0.46679799804721656
rxn05506_c	0.0	high	0.0	0.0	1.0383300569582234
rxn00634_c	0.0	high	0.0	0.0	1.0086368161129526
rxn00947_c	0.0	low	1.0	0.0	
rxn03247_c	0.0	low	1.0	0.0	
rxn10210_c	0.0	low	1.0	0.0	
rxn00278_c	0.0	low	1.0	0.0	
rxn01476_c	0.0	low	1.0	0.0	
rxn00205_c	1000.0	high	1.0	0.0	1.0566126502594884
rxn03146_c	0.0	low	1.0	0.0	
rxn02789_c	0.0	moderate	0.0	0.0	0.09908250855197298
rxn01370_c	0.0	low	1.0	0.0	
rxn00988_c	0.0	low	1.0	0.0	
rxn00410_c	1.0	high	1.0	0.0	1.1457030620342332
rxn01333_c	1.0	moderate	1.0	0.0	0.5648497368076509
rxn10257_c	0.0	moderate	0.0	0.0	0.1463420475613635
rxn06586_c	0.0	low	1.0	0.0	
rxn12510_c	0.0	moderate	0.0	0.0	0.8369864046210226
rxn03933_c	0.0				
rxn05342_c	0.0	low	1.0	0.0	
rxn05072_c	0.0	high	0.0	0.0	1.3131768074582804
rxn00307_c	0.0	moderate	0.0	0.0	0.19221133657284786
rxn00414_c	0.0	high	0.0	0.0	1.0088962889803685
rxn08123_c	0.0	low	1.0	0.0	
rxn09110_c	0.0	low	1.0	0.0	
rxn05349_c	0.0	low	1.0	0.0	
rxn00303_c	0.0	high	0.0	0.0	1.0185138705256989
rxn00799_c	-9.0				
rxn07439_c	0.0	moderate	0.0	0.0	0.31717043261183137
rxn01073_c	0.0	low	1.0	0.0	
rxn02405_c	0.0	low	1.0	0.0	
rxn00011_c	-871.18182	moderate	0.0	1.0	0.7638885827863641
rxn07430_c	0.0	low	1.0	0.0	
rxn02200_c	0.0	moderate	0.0	0.0	0.23309412526029905
rxn00602_c	0.0	moderate	0.0	0.0	0.29794403044590995
rxn01069_c	0.0	moderate	0.0	0.0	0.5060745031603534
rxn05528_c	0.0	low	1.0	0.0	
rxn00791_c	0.0	low	1.0	0.0	
rxn03150_c	0.0	low	1.0	0.0	
rxn05108_c	0.0	moderate	0.0	0.0	0.08191162314276573
rxn00065_c	0.0	low	1.0	0.0	
rxn00365_c	0.0	low	1.0	0.0	
rxn08783_c	1.0	high	1.0	0.0	1.349696089588361
rxn01827_c	3.0	moderate	1.0	0.0	0.25232777662403666
rxn05181_c	1.0	high	1.0	0.0	1.2004691145508488
rxn01007_c	0.0	low	1.0	0.0	
rxn05312_c	-1.0	high	0.0	1.0	1.1356342739874374
rxn08975_c	1.0	high	1.0	0.0	1.153283924447491
rxn01646_c	0.0	moderate	0.0	0.0	0.9850810312058436
rxn00105_c	0.0	low	1.0	0.0	
rxn08981_c	1.0	moderate	1.0	0.0	0.03056020736004595
rxn03243_c	0.0	high	0.0	0.0	1.2417356207204766
rxn03446_c	0.0	moderate	0.0	0.0	0.5060745031603534
rxn01302_c	9.0	moderate	1.0	0.0	0.8150208892567992
rxn00784_c	0.0	low	1.0	0.0	
rxn05029_c	0.0	moderate	0.0	0.0	0.5336239398573442
rxn00368_c	0.0	low	1.0	0.0	
rxn05393_c	0.0	low	1.0	0.0	
rxn00510_c	0.0	high	0.0	0.0	1.2104327393307783
rxn02285_c	0.0	moderate	0.0	0.0	0.07840672716183318
rxn02303_c	0.0	low	1.0	0.0	
rxn05315_c	0.0	low	1.0	0.0	
rxn00227_c	0.0	low	1.0	0.0	
rxn03047_c	0.0	moderate	0.0	0.0	0.8369864046210226
rxn02889_c	0.0	low	1.0	0.0	
rxn01109_c	-2.0	high	0.0	1.0	1.0566126502594884
rxn08848_c	0.0	low	1.0	0.0	
OF_DNA	0.0	low	1.0	0.0	
rxn08840_c	0.0	low	1.0	0.0	
rxn02946_c	0.0	high	0.0	0.0	1.1957634559623151
rxn00290_c	-414.27273	moderate	0.0	1.0	0.7080632937215048
rxn01987_c	0.0	low	1.0	0.0	
rxn02834_c	0.0	low	1.0	0.0	
rxn07466_c	0.0				
rxn00459_c	-5.0	moderate	0.0	1.0	0.2526814098380486
rxn02085_c	0.0	moderate	0.0	0.0	0.021407331727650906
rxn02304_c	0.0	moderate	0.0	0.0	0.5564185755261952
rxn00770_c	4.0	low	0.0	0.0	
rxn10334_c	0.0				
rxn05153_c	1.0	high	1.0	0.0	1.0299644488139432
rxn08806_c	0.0	low	1.0	0.0	
rxn05436_c	0.0	low	1.0	0.0	
rxn05195_c	0.0	high	0.0	0.0	1.0581927227745644
rxn00076_c	2.0	high	1.0	0.0	1.196416124217698
rxn14040_c	0.0	low	1.0	0.0	
rxn05209_c	2.0	moderate	1.0	0.0	0.4004647314386867
rxn06377_c	116.81818	moderate	1.0	0.0	0.6874654692778501
rxn10234_c	0.0	low	1.0	0.0	
rxn08444_c	0.0	moderate	0.0	0.0	0.0561541555000128
rxn00175_c	0.0	low	1.0	0.0	
rxn01366_c	-6.0	high	0.0	1.0	1.006478319868326
rxn05579_c	-1.0	low	0.0	0.0	
rxn01143_c	0.0	moderate	0.0	0.0	0.05935560056324586
rxn01647_c	0.0	moderate	0.0	0.0	0.9850810312058436
rxn00260_c	-6.0	high	0.0	1.0	1.276654515455569
rxn02803_c	0.0	low	1.0	0.0	
rxn05504_c	0.0	high	0.0	0.0	1.2004691145508488
rxn01751_c	0.0	high	0.0	0.0	1.0934885038157915
rxn00461_c	0.0	high	0.0	0.0	1.0133356126519348
rxn05613_c	1.0	high	1.0	0.0	1.1559856432123539
rxn02989_c	0.0	low	1.0	0.0	
rxn05247_c	0.0	low	1.0	0.0	
rxn10303_c	0.0	high	0.0	0.0	1.1015221062842442
rxn00858_c	0.0	moderate	0.0	0.0	0.9726074844561873
rxn03136_c	0.0	moderate	0.0	0.0	0.10599455833099188
rxn00222_c	0.0	high	0.0	0.0	1.1510428526676064
rxn10229_c	0.0	low	1.0	0.0	
rxn00621_c	0.0	high	0.0	0.0	1.0617807880216847
rxn05287_c	0.0	high	0.0	0.0	1.0722930193361673
rxn01387_c	1.0	moderate	1.0	0.0	0.7530851935698668
rxn02937_c	0.0	low	1.0	0.0	
rxn08810_c	0.0	low	1.0	0.0	
rxn01652_c	0.0	low	1.0	0.0	
rxn00350_c	1.0	moderate	1.0	0.0	0.5925016958464195
rxn03137_c	0.0	low	1.0	0.0	
rxn01115_c	0.0	moderate	0.0	0.0	0.11859982627335756
rxn05462_c	0.0	moderate	0.0	0.0	0.11723386591098567
rxn08818_c	0.0	low	1.0	0.0	
rxn00992_c	0.0	low	1.0	0.0	
rxn01128_c	0.0	low	1.0	0.0	
rxn05239_c	1.0	high	1.0	0.0	1.1188071244522702
rxn08312_c	0.0	low	1.0	0.0	
rxn00952_c	0.0	low	1.0	0.0	
rxn01961_c	0.0	low	1.0	0.0	
rxn01517_c	0.0	low	1.0	0.0	
rxn00371_c	0.0	low	1.0	0.0	
rxn10226_c	0.0	low	1.0	0.0	
rxn09978_c	0.0	high	0.0	0.0	1.1510428526676064
rxn08040_c	0.0	high	0.0	0.0	1.0579979408010238
rxn09211_c	0.0	low	1.0	0.0	
rxn03141_c	0.0	moderate	0.0	0.0	0.34409214564526663
rxn05006_c	0.0	high	0.0	0.0	1.1125117549550685
rxn05331_c	0.0	moderate	0.0	0.0	0.11723386591098567
rxn01800_c	0.0	low	1.0	0.0	
rxn00533_c	0.0	moderate	0.0	0.0	0.6339614504064585
rxn08309_c	0.0	low	1.0	0.0	
rxn02476_c	3.0	low	0.0	0.0	
rxn01512_c	1.0	high	1.0	0.0	1.1253177243083452
rxn03841_c	0.0	high	0.0	0.0	1.0101961978281069
rxn04954_c	-1.0	moderate	0.0	1.0	0.3566681491297549
rxn06865_c	0.0	low	1.0	0.0	
rxn01279_c	0.0	low	1.0	0.0	
rxn05517_c	0.0	low	1.0	0.0	
rxn03249_c	0.0	high	0.0	0.0	1.3645114190594982
rxn00676_c	0.0	high	0.0	0.0	1.2417356207204766
rxn00713_c	0.0	low	1.0	0.0	
rxn05603_c	0.0	low	1.0	0.0	
rxn01257_c	0.0	moderate	0.0	0.0	0.6286666954837807
rxn09272_c	1.0	high	1.0	0.0	1.0026091584958114
rxn00943_c	0.0	moderate	0.0	0.0	0.0561541555000128
rxn00903_c	0.0	moderate	0.0	0.0	0.11643367390752095
rxn00980_c	0.0	low	1.0	0.0	
rxn00016_c	0.0	moderate	0.0	0.0	0.829844827434557
rxn01648_c	2.0	high	1.0	0.0	1.006478319868326
rxn02213_c	3.0	high	1.0	0.0	1.0248179731052538
rxn05441_c	0.0	low	1.0	0.0	
rxn03892_c	0.0	high	0.0	0.0	1.0722930193361673
rxn00086_c	-1000.0	high	0.0	1.0	1.0700484184521581
rxn04989_c	0.0				
rxn08668_c	0.0	low	1.0	0.0	
rxn01127_c	0.0	high	0.0	0.0	1.0352504054927616
rxn02569_c	0.0	low	1.0	0.0	
rxn05226_c	0.0	low	1.0	0.0	
rxn08548_c	0.0	low	1.0	0.0	
rxn00615_c	0.0	low	1.0	0.0	
rxn05445_c	0.0	low	1.0	0.0	
rxn05341_c	0.0	low	1.0	0.0	
rxn00298_c	0.0	high	0.0	0.0	1.1002246219191227
rxn08124_c	0.0	low	1.0	0.0	
rxn05449_c	0.0	low	1.0	0.0	
rxn10206_c	0.0	low	1.0	0.0	
rxn00083_c	0.0	low	1.0	0.0	
rxn07438_c	0.0	high	0.0	0.0	1.0566126502594884
rxn00743_c	0.0	low	1.0	0.0	
rxn10202_c	0.0	low	1.0	0.0	
rxn03236_c	0.0	moderate	0.0	0.0	0.09212257232968901
rxn01265_c	1.0	moderate	1.0	0.0	0.03056020736004595
rxn00874_c	0.0	high	0.0	0.0	1.2417356207204766
rxn00834_c	1.0	high	1.0	0.0	1.0229187271014986
rxn00704_c	0.0	low	1.0	0.0	
rxn01459_c	0.0	low	1.0	0.0	
rxn05252_c	0.0	low	1.0	0.0	
rxn02322_c	0.0	high	0.0	0.0	1.0540220667751783
rxn00241_c	1.0	moderate	1.0	0.0	0.059125589171965004
rxn12642_c	0.0	moderate	0.0	0.0	0.40293791449304434
rxn08130_c	0.0	high	0.0	0.0	1.021121908947215
rxn10339_c	0.0				
rxn10010_c	1.0	moderate	1.0	0.0	0.5276378124934911
rxn11702_c	0.0	high	0.0	0.0	1.0204010439336817
rxn01332_c	3.0	low	0.0	0.0	
rxn01510_c	0.0	low	1.0	0.0	
rxn00785_c	2.0	moderate	1.0	0.0	0.6454215919948814
rxn00693_c	0.0	low	1.0	0.0	
rxn01351_c	1.0	moderate	1.0	0.0	0.8170763302387419
rxn03909_c	0.0	high	0.0	0.0	1.0146203822898083
rxn01101_c	1.0	high	1.0	0.0	1.1145541263240668
rxn04602_c	0.0	low	1.0	0.0	
rxn03084_c	0.0	low	1.0	0.0	
rxn10233_c	0.0	low	1.0	0.0	
rxn06600_c	116.81818	moderate	1.0	0.0	0.41421013523411093
rxn03439_c	0.0	moderate	0.0	0.0	0.39760123444344564
rxn00216_c	-1.0	high	0.0	1.0	1.0444127251408413
rxn02005_c	-1.0	moderate	0.0	1.0	0.0772462869039078
rxn08808_c	0.0	low	1.0	0.0	
rxn00558_c	-2.0	moderate	0.0	1.0	0.19936899134218486
rxn12635_c	0.0	moderate	0.0	0.0	0.40293791449304434
rxn00346_c	0.0	low	1.0	0.0	
rxn05297_c	1.0	moderate	1.0	0.0	0.18676487441852388
rxn01859_c	-1.0	moderate	0.0	1.0	0.9850810312058436
rxn00806_c	0.0	moderate	0.0	0.0	0.11643367390752095
rxn05328_c	0.0	low	1.0	0.0	
rxn05024_c	0.0	high	0.0	0.0	1.0259921110176964
rxn05361_c	0.0	moderate	0.0	0.0	0.11723386591098567
rxn01851_c	0.0	low	1.0	0.0	
rxn09449_c	0.0	low	1.0	0.0	
rxn05323_c	0.0	low	1.0	0.0	
rxn05192_c	0.0	high	0.0	0.0	1.2004691145508488
rxn05616_c	0.0	high	0.0	0.0	1.0566126502594884
rxn10306_c	0.0	high	0.0	0.0	1.1015221062842442
rxn08805_c	0.0	low	1.0	0.0	
rxn01507_c	0.0	low	1.0	0.0	
rxn01790_c	0.0	high	0.0	0.0	1.0106462245565302
rxn05651_c	1.0	high	1.0	0.0	1.0566126502594884
rxn00077_c	0.0	low	1.0	0.0	
rxn01388_c	-2.0	high	0.0	1.0	1.0712371566436294
rxn03638_c	0.0	moderate	0.0	0.0	0.19126399668336028
rxn05438_c	0.0	low	1.0	0.0	
rxn01406_c	0.0	low	1.0	0.0	
rxn01446_c	0.0	moderate	0.0	0.0	0.9850810312058436
rxn10309_c	0.0	high	0.0	0.0	1.0579979408010238
rxn05249_c	0.0	low	1.0	0.0	
rxn01816_c	0.0	low	1.0	0.0	
rxn02056_c	0.0				
rxn02277_c	0.0	low	1.0	0.0	
rxn10223_c	0.0	low	1.0	0.0	
rxn00742_c	0.0	high	0.0	0.0	1.025955778056246
rxn00991_c	0.0	moderate	0.0	0.0	0.09615812849127359
rxn10260_c	0.0	low	1.0	0.0	
rxn03242_c	0.0	high	0.0	0.0	1.3645114190594982
rxn00541_c	0.0	low	1.0	0.0	
rxn01368_c	0.0	low	1.0	0.0	
rxn00851_c	0.0	low	1.0	0.0	
rxn00301_c	1.0	moderate	1.0	0.0	0.8170763302387419
rxn09199_c	0.0	low	1.0	0.0	
rxn05233_c	0.0	low	1.0	0.0	
rxn09109_c	0.0	low	1.0	0.0	
rxn00141_c	0.0	low	1.0	0.0	
rxn02003_c	0.0	low	1.0	0.0	
rxn01200_c	-1.0	moderate	0.0	1.0	0.6454215919948814
rxn00377_c	-3.2003835e-13	high	0.0	0.0	1.088650629027489
rxn01241_c	872.18182	high	1.0	0.0	1.0653648559494668
rxn05332_c	0.0	moderate	0.0	0.0	0.11723386591098567
rxn00438_c	0.0	moderate	0.0	0.0	0.6321074302951927
rxn00288_c	1.0	high	1.0	0.0	1.1127416630843
rxn00763_c	0.0	low	1.0	0.0	
rxn08550_c	0.0	low	1.0	0.0	
rxn05176_c	1.0	high	1.0	0.0	1.0299644488139432
rxn08811_c	0.0	low	1.0	0.0	
rxn02473_c	0.0	moderate	0.0	0.0	0.034788145933801494
rxn01275_c	0.0	low	1.0	0.0	
rxn10315_c	0.0	high	0.0	0.0	1.0579979408010238
rxn01434_c	1.0	high	1.0	0.0	1.212159844859327
rxn00912_c	0.0	low	1.0	0.0	
rxn08819_c	0.0	low	1.0	0.0	
rxn02345_c	1.0	high	1.0	0.0	1.1114168912958515
rxn08898_c	0.0	low	1.0	0.0	
rxn00122_c	0.0	low	1.0	0.0	
rxn09979_c	0.0	high	0.0	0.0	1.1510428526676064
rxn06076_c	0.0	low	1.0	0.0	
rxn08890_c	0.0	low	1.0	0.0	
rxn08294_c	0.0	moderate	0.0	0.0	0.1463420475613635
rxn05179_c	0.0	low	1.0	0.0	
rxn10259_c	0.0	low	1.0	0.0	
rxn01602_c	0.0	low	1.0	0.0	
rxn02302_c	0.0	low	1.0	0.0	
rxn05223_c	0.0	high	0.0	0.0	1.1330248179213933
rxn02927_c	0.0	low	1.0	0.0	
rxn05433_c	0.0	low	1.0	0.0	
rxn05344_c	0.0	moderate	0.0	0.0	0.6920181288816155
rxn03241_c	0.0	low	1.0	0.0	
rxn01521_c	0.0	low	1.0	0.0	
rxn12636_c	0.0	moderate	0.0	0.0	0.40293791449304434
rxn02276_c	3.0	moderate	1.0	0.0	0.7287148314114692
rxn05414_c	0.0	low	1.0	0.0	
rxn00338_c	0.0	moderate	0.0	0.0	0.8457270081610712
rxn01649_c	0.0	moderate	0.0	0.0	0.9850810312058436
rxn03839_c	0.0	low	1.0	0.0	
rxn00085_c	0.0	low	1.0	0.0	
rxn00119_c	3.0	moderate	1.0	0.0	0.6663562075771687
rxn00709_c	0.0	low	1.0	0.0	
rxn07432_c	0.0	low	1.0	0.0	
rxn00063_c	1.0	moderate	1.0	0.0	0.8170763302387419
rxn01285_c	0.0	moderate	0.0	0.0	0.0838765202504649
rxn08549_c	0.0	low	1.0	0.0	
rxn05447_c	0.0	low	1.0	0.0	
rxn01466_c	0.0	low	1.0	0.0	
rxn05187_c	0.0	moderate	0.0	0.0	0.08040061630652165
rxn03409_c	0.0	moderate	0.0	0.0	0.72725114796525
rxn01674_c	0.0	low	1.0	0.0	
rxn00974_c	2.0	high	1.0	0.0	1.0712371566436294
rxn04601_c	0.0	low	1.0	0.0	
rxn00605_c	1.0	moderate	1.0	0.0	0.5131090868402126
rxn04142_c	0.0	low	1.0	0.0	
rxn00744_c	0.0	low	1.0	0.0	
rxn02008_c	0.0	high	0.0	0.0	1.002728010885613
rxn05740_c	0.0	low	1.0	0.0	
rxn09203_c	0.0	low	1.0	0.0	
rxn03904_c	0.0	moderate	0.0	0.0	0.9056369821224095
rxn01225_c	1.0	high	1.0	0.0	1.1414713105092267
rxn01679_c	2.0	low	0.0	0.0	
rxn01171_c	-1.0	moderate	0.0	1.0	0.18562316959606032
rxn02288_c	0.0	high	0.0	0.0	1.117201245006666
rxn10199_c	0.0	low	1.0	0.0	
rxn00409_c	1.0	high	1.0	0.0	1.1253177243083452
rxn02831_c	0.0	moderate	0.0	0.0	0.6981646324390726
rxn08015_c	0.0	low	1.0	0.0	
rxn01258_c	0.0	high	0.0	0.0	1.0593891903607031
rxn08842_c	0.0	low	1.0	0.0	
OF_RNA	0.0	low	1.0	0.0	
rxn00840_c	0.0	low	1.0	0.0	
rxn02128_c	0.0	moderate	0.0	0.0	0.8369864046210226
rxn03041_c	0.0	moderate	0.0	0.0	0.6624121773192764
rxn02518_c	0.0	moderate	0.0	0.0	0.4673437517167507
rxn03901_c	0.0	moderate	0.0	0.0	0.6233683321483787
rxn01985_c	1.0	moderate	1.0	0.0	0.9850810312058436
rxn10013_c	-1.0	moderate	0.0	1.0	0.5276378124934911
rxn02832_c	0.0	low	1.0	0.0	
rxn10052_c	23.0	high	1.0	0.0	1.0352504054927616
rxn00946_c	1.0	moderate	1.0	0.0	0.5276378124934911
rxn00193_c	0.0	low	1.0	0.0	
rxn02517_c	0.0	high	0.0	0.0	1.1253177243083452
rxn05326_c	0.0	low	1.0	0.0	
rxn05114_c	0.0	low	1.0	0.0	
rxn00653_c	0.0	low	1.0	0.0	
rxn05507_c	0.0	high	0.0	0.0	1.0383300569582234
rxn03164_c	0.0	moderate	0.0	0.0	0.34409214564526663
rxn03251_c	1.0	moderate	1.0	0.0	0.5276378124934911
rxn08800_c	0.0	low	1.0	0.0	
rxn02166_c	0.0	low	1.0	0.0	
rxn01662_c	0.0	high	0.0	0.0	1.2104327393307783
rxn00342_c	1.0	high	1.0	0.0	1.0476610764493457
rxn00256_c	-2.0	moderate	0.0	1.0	0.6043453435202841
rxn08335_c	0.0	low	1.0	0.0	
rxn03004_c	0.0	low	1.0	0.0	
rxn10232_c	0.0	low	1.0	0.0	
rxn00138_c	1.0	high	1.0	0.0	1.0393862367974311
rxn08942_c	0.0	low	1.0	0.0	
rxn06729_c	0.0	low	1.0	0.0	
rxn07977_c	0.0	moderate	0.0	0.0	0.11723386591098567
rxn05168_c	0.0	low	1.0	0.0	
rxn00347_c	0.0	low	1.0	0.0	
rxn02167_c	0.0	low	1.0	0.0	
rxn05368_c	0.0	low	1.0	0.0	
rxn01858_c	1.0	moderate	1.0	0.0	0.49759461731472937
rxn10770_c	0.0	low	1.0	0.0	
rxn01819_c	0.0	low	1.0	0.0	
rxn00231_c	0.0	low	1.0	0.0	
rxn05360_c	0.0	low	1.0	0.0	
rxn02297_c	0.0	low	1.0	0.0	
rxn01799_c	0.0	high	0.0	0.0	1.006478319868326
rxn00504_c	35.636364	moderate	1.0	0.0	0.6977998032307268
rxn08021_c	0.0	low	1.0	0.0	
rxn08396_c	0.0	low	1.0	0.0	
rxn01485_c	0.0	high	0.0	0.0	1.0305469977558444
rxn05206_c	-1.0	moderate	0.0	1.0	0.045656310296267794
rxn03031_c	0.0	moderate	0.0	0.0	0.7001776698512728
rxn09207_c	0.0	low	1.0	0.0	
rxn09296_c	1.0	moderate	1.0	0.0	0.16839309008327308
rxn00239_c	-1.0	moderate	0.0	1.0	0.8527012222056509
rxn00441_c	1.0	high	1.0	0.0	1.0692722367738767
rxn00302_c	0.0	low	1.0	0.0	
rxn00467_c	36.636364	low	0.0	0.0	
rxn03250_c	0.0	low	1.0	0.0	
rxn02465_c	-35.636364	high	0.0	1.0	1.1560301889020521
rxn02222_c	0.0	low	1.0	0.0	
rxn03130_c	0.0	high	0.0	0.0	1.017914069361959
rxn01791_c	0.0	low	1.0	0.0	
rxn01710_c	0.0	low	1.0	0.0	
rxn00183_c	1.0	moderate	1.0	0.0	0.6977998032307268
rxn00623_c	-1.0	high	0.0	1.0	1.028098556014961
rxn10300_c	0.0	high	0.0	0.0	1.1015221062842442
rxn08100_c	0.0	low	1.0	0.0	
rxn10308_c	0.0	high	0.0	0.0	1.0579979408010238
rxn06526_c	0.0	moderate	0.0	0.0	0.11422439098586924
rxn01757_c	0.0	low	1.0	0.0	
rxn01329_c	0.0	low	1.0	0.0	
rxn00950_c	0.0	low	1.0	0.0	
