rank,metabolite,centrality 
83,aprut_m,0.0089910089910089
139,creat_m,0.0169830169830169
228,hco3_e,0.0409590409590409
229,hco3_m,0.0409590409590409
244,icit_m,0.0439560439560439
286,n4abutn_m,0.0199800199800199
320,pcreat_m,0.0169830169830169
357,ptrc_m,0.0369630369630369
403,urea_m,0.0489510489510489
