,minimum,maximum
CYTDK2,0.0,15.78627808136
XPPT,0.0,15.3601977012964
HXPRT,0.0,34.560112216138215
NDPK5,-29.48738073655177,70.3352187390151
SHK3Dr,0.3331212508756677,1.6723741398509298
NDPK6,0.0,18.875360836821898
NDPK8,-29.487752649504948,67.82291115752986
DHORTS,-2.3130168108607276,-0.2891350055584119
OMPDC,0.28913500555841093,2.3130168108637714
PYNP2r,-54.9217609902108,24.34140837203214
G5SD,0.19321555239261384,26.171987345412706
CS,0.9397833851671646,11.787218402433721
ICDHyr,0.9397833851671519,11.254617927353454
ALATA_L2,0.0,14.294996751137104
DURIPP,-0.022870679892401335,38.752010566793544
ACALD,-234.55991967516937,101.8452631225346
PTRCTA,0.0,10.314834542185684
ACS,0.0,106.95606561028075
CYSDS,0.0,29.140623824183933
MAN6PI,-1.0405526339662591e-12,0.0
PPA,2.726648120843085,118.833817999766
APRAUR,0.0003898312020406948,0.00038983120240255906
TRPAS2,-0.04968424892130876,13.485444029017405
PPCK,0.0,61.1851425771472
ME1,0.0,64.6044376271584
DB4PS,0.0007796624040813895,0.000779662404574061
ALAR,0.03643261023197363,38.968021206601705
RBFK,0.00019491560102034735,29.4101982338968
ALATA_L,-59.09016233471307,18.40170065743828
XYLK,0.0,0.0
RBK,0.0,49.8087964294464
GLYK,0.0,103.090147956412
PPM,-108.778321030262,30.24546012494664
ASPTA,-92.8109587873752,-2.5590958732114557
ACP1_FMN,0.0,29.410003318295782
RBFSb,0.00038983120204069476,0.00038983120191822415
NDP3,0.0,24.4037537681484
CDPPH,0.0,18.1616762002152
NDP7,0.0,18.1616762002152
FBP,0.0,117.470360783562
EX_pi_e,-6.200136032294257,-0.8431244764019555
GLGC,0.0,65.27551422575871
ALATA_D2,0.0,14.2949967511371
PYK,0.0,124.75170085161459
SHCHD2,0.0001949156010203474,0.00019491560102030133
EX_co2_e,-16.736562687002486,20.76251820424435
A5PISO,0.034011461286563946,0.034011461283690016
PMDPHT,0.00038983120204069476,0.00038983120141385363
CPPPGO,0.0,0.0001949156002038397
EX_met__L_e,0.0,-2.231566190920036e-12
GTHOr,0.0,47.571874434112
ILETA,-0.2539400656911567,-0.2539400656898677
DHORD5,0.0,2.3130168108614737
EX_metsox_S__L_e,0.0,1.2789849816883283e-12
GLYCTO2,0.0,37.021377247692925
VALTA,-19.2801371978824,19.2801371978824
GLYCTO3,0.0,37.02137724769835
IPPMIb,-0.39379157239145124,-0.39379157239147167
GLYCTO4,0.0,3.1742988314745677
ORPT,-2.313016810862546,-0.2891350055584036
RBFSa,0.0007796624040813895,0.0007796624046885854
ACHBS,0.2539400656898677,0.2539400656910614
PFK_3,0.0,83.5330585114882
DHAD2,0.2539400656898677,0.2539400656901574
ACLS,0.7642500866249101,0.7642500866252119
TRPS2,0.0,13.4854440290161
PSCVT,0.3331212508756673,1.6723741398485013
G3PD5,0.0,37.02098741648712
G1PP,0.0,71.5388958126951
PFL,0.0,41.70030801408143
EX_acgam_e,0.0,0.0
ANS,0.04968424891838389,0.04968424891891379
