,minimum,maximum
CYTDK2,0.0,15.78627808136
XPPT,0.0,15.3601977012964
HXPRT,0.0,34.56455021841753
NDPK5,-29.46237303663716,70.3352187390151
SHK3Dr,0.3313077421560639,1.66326975195085
NDPK6,0.0,18.875360836821898
NDPK8,-29.462742924898432,67.82278664977989
DHORTS,-2.311442762814515,-0.2875609575133091
OMPDC,0.28756095751331273,2.3114427628173577
PYNP2r,-54.9217609902108,24.34128386428078
G5SD,0.19216368888013605,26.171987345412667
CS,0.9346672139259822,11.752938314774259
ICDHyr,0.9346672139259969,11.220337839693666
ALATA_L2,0.0,14.2949967511371
DURIPP,-0.022746172141866278,38.75201056679179
ACALD,-234.52244396421784,101.83386471815693
PTRCTA,0.0,10.285670625765167
ACS,0.0,106.96685579183057
CYSDS,0.0,29.14180143738332
MAN6PI,-8.496816382181428e-13,0.0
PPA,2.711804276058524,118.833817999766
APRAUR,0.0003877089649206789,0.00038770896527239756
TRPAS2,-0.0494137683698201,13.485444029018655
PPCK,0.0,61.1851425771472
ME1,0.0,64.6044376271584
DB4PS,0.0007754179298413579,0.0007754179286511455
ALAR,0.03623427147045682,38.77265796904095
RBFK,0.0001938544824603395,29.4101982338968
ALATA_L,-58.89021523626334,18.406482857077396
XYLK,0.0,0.0
RBK,0.0,49.8087964294464
GLYK,0.0,103.090147956412
PPM,-108.778321030262,30.249901329614662
ASPTA,-92.8109587873752,-2.5451641811689996
ACP1_FMN,0.0,29.410004379414335
RBFSb,0.000387708964920679,0.0003877089641572356
NDP3,0.0,24.4037537681484
CDPPH,0.0,18.1616762002152
NDP7,0.0,18.1616762002152
FBP,0.0,117.470360783562
EX_pi_e,-6.166382554460384,-0.8385345152835404
GLGC,0.0,65.27551422575868
ALATA_D2,0.0,14.2949967511371
PYK,0.0,124.69710003650368
SHCHD2,0.00019385448246033945,0.00019385448246026483
EX_co2_e,-16.64544900905541,20.649487265191144
A5PISO,0.03382630323541134,0.033826303231792455
PMDPHT,0.00038770896492067093,0.0003877089632708169
CPPPGO,0.0,0.00019385448190467402
EX_met__L_e,0.0,-3.953909699090135e-12
GTHOr,0.0,47.571874434112
ILETA,-0.2525576185419243,-0.2525576185413451
DHORD5,0.0,2.311442762817107
EX_metsox_S__L_e,0.0,1.6264050795494048e-12
GLYCTO2,0.0,36.83661152014415
VALTA,-19.2801371978824,19.2801371978824
GLYCTO3,0.0,36.836611520145304
IPPMIb,-0.39164777505426185,-0.3916477750553329
GLYCTO4,0.0,3.17429883147456
ORPT,-2.3114427628151395,-0.2875609575133054
RBFSa,0.0007754179298413579,0.0007754179303883157
ACHBS,0.25255761854134506,0.2525576185431586
PFK_3,0.0,83.5330585114882
DHAD2,0.2525576185413451,0.25255761854308867
ACLS,0.7600895168851702,0.7600895168869553
TRPS2,0.0,13.4854440290161
PSCVT,0.3313077421560647,1.663269751950625
G3PD5,0.0,36.83622381118085
G1PP,0.0,71.53889581269503
PFL,0.0,41.5271061519941
EX_acgam_e,0.0,1.2647660696529616e-12
