,minimum,maximum
CYTDK2,0.0,15.78627808136
XPPT,0.0,15.3601977012964
HXPRT,0.0,34.5988490481176
NDPK5,-29.742325140697027,70.3352187390151
SHK3Dr,0.31729215072421535,1.9647247921907092
NDPK6,0.0,18.875360836821898
NDPK8,-29.7426793812635,67.82297092142444
DHORTS,-2.5358891217040265,-0.27539602328621265
OMPDC,0.2753960232862109,2.535889121703076
PYNP2r,-54.9217609902108,24.576932906849127
G5SD,0.18403442593610214,26.17198734541269
CS,0.8951271968111454,12.299245469219905
ICDHyr,0.8951271968111246,11.76664499413889
ALATA_L2,0.0,14.294996751137095
DURIPP,-0.25839521471506355,38.75201056679346
ACALD,-235.65248297857184,102.15139220539011
PTRCTA,0.0,10.871517797329558
ACS,0.0,107.0502470512426
CYSDS,0.0,29.150902549106256
MAN6PI,0.0,0.0
PPA,2.5970845278004924,118.833817999766
APRAUR,0.00037130738489290685,0.1186769539423927
TRPAS2,-0.283934669077968,13.958666615244294
PPCK,0.0,61.1851425771472
ME1,0.0,64.6044376271584
DB4PS,0.0007426147697858139,0.23735390788521266
ALAR,0.03470142245987926,42.31051270014095
RBFK,0.00018565369244645345,29.4101982338968
ALATA_L,-62.392643878393315,18.443441795053523
XYLK,0.0,0.0
RBK,0.0,49.8087964294464
GLYK,0.0,103.090147956412
PPM,-108.778321030262,30.28422490878403
ASPTA,-92.8109587873752,-2.4374939496836925
ACP1_FMN,0.0,29.410012580204356
RBFSb,0.00037130738489288414,0.11867695394279211
NDP3,0.0,24.4037537681484
CDPPH,0.0,18.1616762002152
NDP7,0.0,18.1616762002152
FBP,0.0,117.470360783562
EX_pi_e,-6.716759580794368,-0.8030612809678375
GLGC,0.0,65.27551422575876
ALATA_D2,0.0,14.2949967511371
PYK,0.0,125.22156614254142
SHCHD2,0.0001856536924464535,0.00019542493941730594
EX_co2_e,-18.898923675121956,22.61527007021512
A5PISO,0.03239532054025291,0.31887205478791497
PMDPHT,0.00037130738489290685,0.11867695394277325
CPPPGO,0.0,0.06410220324494055
EX_met__L_e,0.0,0.4732225862285012
GTHOr,0.0,47.571874434112
ILETA,-0.7150960463796098,-0.24187346014697617
DHORD5,0.0,2.535889121704951
EX_metsox_S__L_e,0.0,0.0
GLYCTO2,0.0,40.45636846048826
VALTA,-19.2801371978824,19.2801371978824
GLYCTO3,0.0,40.45636846048586
IPPMIb,-0.8483021544436026,-0.3750795682134222
GLYCTO4,0.0,3.17429883147456
ORPT,-2.535889121703234,-0.2753960232862126
RBFSa,0.0007426147697858139,0.2373539078847796
ACHBS,0.24187346014697614,0.7150960463774396
PFK_3,0.0,83.5330585114882
DHAD2,0.24187346014697614,0.715096046379231
ACLS,0.7279348076382188,1.2011573938705087
TRPS2,0.0,13.4854440290161
PSCVT,0.31729215072421,1.9647247921922473
G3PD5,0.0,40.45599715310046
G1PP,0.0,71.53889581269509
PFL,0.0,44.92075199643053
EX_acgam_e,0.0,0.0
ANS,0.04732337596293163,0.5205459621939995
FRD2,0.0,3.17429883147456
