"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_name","GeneID","orgdb_symbol","orgdb_old_MXAN","orgdb_Name","iMat"
"1","WP_002614080.1",17681.5595400946,1.13148580809734,0.333820387052008,3.38950481152327,0.000700189800953942,0.00401749202195971,"MXAN_RS25275",41362483,"MXAN_RS25275","MXAN_5201","30S ribosomal protein S21",0
"2","WP_002614803.1",13055.8658450867,-0.279785484378841,0.341134653438939,-0.820161427630867,0.41212408777437,0.55634844891773,"MXAN_RS16100",41360674,"infA","MXAN_3321","translation initiation factor IF-1",0
"3","WP_002633201.1",520.781350902195,-0.488659406109829,0.310280848578043,-1.57489386905206,0.115280944069584,0.223684953832229,"MXAN_RS31645",41363738,"MXAN_RS31645","MXAN_6531","HPr family phosphocarrier protein",0
"4","WP_002633598.1",17667.1430239249,1.78674248251241,0.432318538781286,4.1329305181991,3.58167027156953e-05,0.000318057858780743,"MXAN_RS16040",41360662,"MXAN_RS16040","MXAN_3309","50S ribosomal protein L14",1
"5","WP_002633601.1",4426.40026145906,0.8104626466811,0.545743984534573,1.48506015576569,0.13752788957159,0.253668278115051,"MXAN_RS16025",41360659,"MXAN_RS16025","MXAN_3306","50S ribosomal protein L16",0
"6","WP_002633602.1",17449.3792662468,1.88076078129181,0.434381176998114,4.32974742204351,1.49280461957957e-05,0.000150393518033959,"MXAN_RS16020",41360658,"MXAN_RS16020","MXAN_3305","30S ribosomal protein S3",1
"7","WP_002633603.1",2814.87453548363,1.02619697482028,0.492625487320569,2.08311790849851,0.0372404773806576,0.0968027648548137,"MXAN_RS16015",41360657,"MXAN_RS16015","MXAN_3304","50S ribosomal protein L22",0
"8","WP_002633604.1",2211.27767791269,0.573721375511949,0.458411763915568,1.25154156300758,0.210736959624167,0.345923865833763,"MXAN_RS16010",41360656,"MXAN_RS16010","MXAN_3303","30S ribosomal protein S19",0
"9","WP_002633606.1",8710.24782304086,2.84355571002506,0.458540782710675,6.20131472977236,5.59934098018742e-10,1.46155525357847e-08,"MXAN_RS16000",41360654,"MXAN_RS16000","MXAN_3301","50S ribosomal protein L23",1
"10","WP_002633607.1",6448.52621827842,1.51995260001248,0.40526480539147,3.75051714284508,0.000176470239134556,0.00126146931314961,"MXAN_RS15995",41360653,"MXAN_RS15995","MXAN_3300","50S ribosomal protein L4",1
"11","WP_002633608.1",8833.21609433849,0.535881299066593,0.382378369382405,1.40144250296406,0.161081789874866,0.284088339006963,"MXAN_RS15990",41360652,"MXAN_RS15990","MXAN_3299","30S ribosomal protein S10",0
"12","WP_002634092.1",4046.18842339679,-1.23515290217872,0.419532537353856,-2.94411706412399,0.00323877469015887,0.0142700744180849,"MXAN_RS24905",41362409,"MXAN_RS24905","MXAN_5125","Crp/Fnr family transcriptional regulator",-1
"13","WP_002634160.1",3640.19806843569,-1.01952087491638,0.440471370370013,-2.31461326092532,0.0206341064936207,0.0613415133078259,"MXAN_RS24650",41362358,"MXAN_RS24650","MXAN_5074","septation protein spoVG",-1
"14","WP_002634235.1",7420.21093610499,0.700065577365585,0.255388854319687,2.74117513558077,0.00612198663548015,0.0239288768605183,"MXAN_RS24290",41362286,"MXAN_RS24290","MXAN_5002","Fe-S cluster assembly scaffold IscU",0
"15","WP_002634367.1",2207.82630588281,-0.16565406345308,0.278148989258817,-0.595558746751149,0.55147004261522,0.680913826135366,"MXAN_RS27095",41362838,"MXAN_RS27095","MXAN_5592","helix-turn-helix domain-containing protein",0
"16","WP_002634498.1",2525.14460174108,-0.142433372288757,0.32560110068527,-0.43744745330709,0.661786876268352,0.771375738221451,"MXAN_RS27570",41362933,"MXAN_RS27570","MXAN_5688","response regulator",0
"17","WP_002634858.1",487.155670493741,-0.02292925672287,0.288456747600981,-0.0794894101579062,0.93664335443024,0.961049636000414,"MXAN_RS13125",41360087,"MXAN_RS13125","MXAN_2709","XRE family transcriptional regulator",0
"18","WP_002635080.1",5333.01458725292,-0.636099016692788,0.299559398378247,-2.12344870545374,0.033716269507877,0.089671483280116,"MXAN_RS14110",41360281,"MXAN_RS14110","MXAN_2913","DNA-binding protein",0
"19","WP_002635502.1",2268.78552235314,-1.5369853743803,0.261478153988158,-5.87806419365307,4.15091958191761e-09,9.22709252870782e-08,"MXAN_RS06955",41358880,"MXAN_RS06955","MXAN_1434","HU family DNA-binding protein",-1
"20","WP_002635980.1",11618.640047745,-0.206538066354009,0.312310940711321,-0.661321905289636,0.508405896417264,0.645792632665689,"MXAN_RS03255",41358147,"MXAN_RS03255","MXAN_0672","cold-shock protein",0
"21","WP_002636238.1",1979.75750141094,0.590879870047438,0.456420369636467,1.29459574847211,0.195459719796167,0.327397406202087,"MXAN_RS01960",41357897,"MXAN_RS01960","MXAN_0403","ATP synthase F0 subunit C",0
"22","WP_002636478.1",3284.46891531429,0.730101415078122,0.388044499279293,1.88148889221243,0.05990544487667,0.137648689778304,"MXAN_RS19610",41361364,"MXAN_RS19610","MXAN_4033","hypothetical protein",0
"23","WP_002636551.1",6545.01001860567,-0.394003954658122,0.293318841023742,-1.34326166462055,0.179187260594187,0.307311949416263,"MXAN_RS19910",41361424,"MXAN_RS19910","MXAN_4095","hypothetical protein",0
"24","WP_002636698.1",9830.5811174997,0.0953975573118205,0.285633107155872,0.333986344446274,0.73838986315331,0.824541329928612,"MXAN_RS22505",41361936,"MXAN_RS22505","MXAN_4636","hypothetical protein",0
"25","WP_002636699.1",8568.0957759975,0.289093578869049,0.292031424819934,0.989939966383084,0.322203463167054,0.468913213238473,"MXAN_RS22510",41361937,"MXAN_RS22510","MXAN_4637","polymer-forming cytoskeletal protein",0
"26","WP_002636736.1",494.85132691124,-1.16395881490891,0.332694515106442,-3.49858131726795,0.000467740434614428,0.00290640156440759,"MXAN_RS22690",41361973,"MXAN_RS22690","MXAN_4673","MaoC family dehydratase",-1
"27","WP_002637061.1",36.41439403495,-0.421813882093929,0.620455512761063,-0.679845489996265,0.496602299589166,0.634424628563022,"MXAN_RS11845",41359832,"fliQ","MXAN_2448","EscS/YscS/HrcS family type III secretion system export apparatus protein",0
"28","WP_002637270.1",5165.05666480322,0.297690428676813,0.291663559324788,1.02066377221062,0.307413764112913,0.454492222377619,"MXAN_RS09340",41359340,"MXAN_RS09340","MXAN_1926","dynein regulation protein LC7",0
"29","WP_002637381.1",16330.728324865,0.739662923251673,0.367061740591407,2.01509130878073,0.0438950827312592,0.109953113450057,"MXAN_RS15970",41360648,"MXAN_RS15970","MXAN_3295","30S ribosomal protein S12",0
"30","WP_002637840.1",2326.41723005771,0.414329417494513,0.328084725961342,1.26287322971363,0.206634742028077,0.340650719453464,"MXAN_RS36250",41364645,"MXAN_RS36250","MXAN_7512","50S ribosomal protein L34",0
"31","WP_002638649.1",3252.96713816625,-1.16552622409293,0.216859283604199,-5.37457380067803,7.67640376659759e-08,1.37397658066556e-06,"MXAN_RS21170",41361673,"MXAN_RS21170","No old locus tag","TIGR04563 family protein",-1
"32","WP_002639025.1",1624.18292848218,-0.667810549834629,0.275044582274085,-2.42800837708975,0.0151819925993669,0.0488417885164508,"MXAN_RS12210",41359905,"MXAN_RS12210","MXAN_2528","TIGR02266 family protein",0
"33","WP_002639318.1",165.873647046497,-0.596881027970769,0.392234026905602,-1.52174718924735,0.128072438631971,0.241199009186366,"MXAN_RS07885",41359066,"MXAN_RS07885","No old locus tag","hypothetical protein",0
"34","WP_002639616.1",83616.4772162817,0.886595541115995,0.355954963081735,2.49075201379455,0.012747305743042,0.0426806962241397,"MXAN_RS18405",41361125,"MXAN_RS18405","MXAN_3793","30S ribosomal protein S1",0
"35","WP_002639669.1",13215.1008833086,-0.829879816723614,0.263184060954797,-3.15322977277925,0.0016147465232517,0.0080573629918374,"MXAN_RS17445",41360942,"MXAN_RS17445","MXAN_3596","integration host factor subunit alpha",0
"36","WP_002639727.1",2563.32964370979,-0.0668306660436053,0.271322348824049,-0.246314637674557,0.805438679723276,0.872751021019756,"MXAN_RS14425",41360341,"MXAN_RS14425","MXAN_2978","5-formyltetrahydrofolate cyclo-ligase",0
"37","WP_002640434.1",2449.36877974625,0.461038779136021,0.330908894517145,1.3932498847115,0.163544239542597,0.287117663163989,"MXAN_RS23760",41362184,"MXAN_RS23760","MXAN_4894","molecular chaperone GroES",0
"38","WP_002640507.1",777.525877772937,0.886688451588344,0.364338426260413,2.43369457536872,0.014945600237667,0.0483294843912543,"MXAN_RS15285",41360513,"MXAN_RS15285","MXAN_3154","1%2C4-dihydroxy-2-naphthoyl-CoA synthase",0
"39","WP_002640579.1",524.681869193413,-2.04891616205122,0.340043741128742,-6.0254488297595,1.68640967993007e-09,3.99348766474163e-08,"MXAN_RS16985",41360850,"MXAN_RS16985","No old locus tag","ribbon-helix-helix domain-containing protein",-1
"40","WP_002640911.1",81.0610287291241,-0.986690940223517,0.455717040273691,-2.16513944624703,0.0303770079249977,0.0829021630143206,"MXAN_RS35515",41364500,"MXAN_RS35515","MXAN_7339","hypothetical protein",-1
"41","WP_002640925.1",845.509894849773,-0.487672745639934,0.301173138142342,-1.61924382980479,0.105394810970029,0.209663869051521,"MXAN_RS11885",41359840,"MXAN_RS11885","MXAN_2457","hypothetical protein",0
"42","WP_011550153.1",1706.66204284107,0.414907322726919,0.301756941806011,1.37497192357433,0.169140149251386,0.293958327488349,"MXAN_RS00015",41357509,"MXAN_RS00015","MXAN_0001","chromosomal replication initiator protein DnaA",0
"43","WP_011550154.1",200.434030901055,1.28231495414239,0.547858326968616,2.34059590047236,0.0192529931152435,0.0581131737000187,"MXAN_RS00020",41357510,"MXAN_RS00020","MXAN_0002","hypothetical protein",1
"44","WP_011550155.1",226.619610186745,0.442997280213617,0.328288426019035,1.34941485932231,0.177203750634655,0.304627704706141,"MXAN_RS00025",41357511,"MXAN_RS00025","MXAN_0003","CBS domain-containing protein",0
"45","WP_011550156.1",70.4572164665789,0.0314204568644246,0.441495280926593,0.0711682734150195,0.943263831516238,0.964825747807391,"MXAN_RS00030",41357512,"MXAN_RS00030","MXAN_0004","DUF2267 domain-containing protein",0
"46","WP_011550157.1",152.766440616748,-0.726853875989373,0.397098289368694,-1.83041301221651,0.0671882034146434,0.150322697964386,"MXAN_RS00035",41357513,"MXAN_RS00035","MXAN_0005","hypothetical protein",0
"47","WP_011550158.1",17.3971776052145,1.26750885157342,1.01860087639661,1.24436261635406,0.21336613513184,0.348827055087429,"MXAN_RS00050",41357516,"MXAN_RS00050","MXAN_0008","hypothetical protein",1
"48","WP_011550159.1",108.251208028241,0.708294785175443,0.60513693735397,1.17047025467086,0.241811777683457,0.38157200824747,"MXAN_RS00055",41357517,"MXAN_RS00055","MXAN_0009","MFS transporter",0
"49","WP_011550160.1",676.425278354305,-1.09486127178674,0.306036592038924,-3.57755020238721,0.00034682962079821,0.00224202900273965,"MXAN_RS00060",41357518,"MXAN_RS00060","MXAN_0010","capsular polysaccharide biosynthesis protein CapA",-1
"50","WP_011550161.1",24.535311225834,1.29465379111296,1.03731182031339,1.24808545102843,0.211999765685626,0.347169768379193,"MXAN_RS00065",41357519,"MXAN_RS00065","MXAN_0012","DoxX family protein",1
"51","WP_011550162.1",250.238997818453,0.16154776720496,0.294938992278635,0.547732824191461,0.58387537018849,0.708734397739808,"MXAN_RS00070",41357520,"MXAN_RS00070","MXAN_0013","hypothetical protein",0
"52","WP_011550163.1",54.3307249347561,0.496216865289326,0.664620613845938,0.746616723814635,0.455294950492719,0.597493335335237,"MXAN_RS00075",41357521,"MXAN_RS00075","MXAN_0014","SAM-dependent methyltransferase",0
"53","WP_011550164.1",108.081767285958,0.802087851289369,0.485682479113702,1.65146548574916,0.0986435626913307,0.200576214371779,"MXAN_RS00080",41357522,"MXAN_RS00080","MXAN_0015","type II toxin-antitoxin system HipA family toxin",0
"54","WP_011550165.1",383.939337712269,0.0615474086238195,0.277408251763467,0.221865817734571,0.824418340864157,0.886419013431286,"MXAN_RS00085",41357523,"MXAN_RS00085","MXAN_0016","esterase",0
"55","WP_011550166.1",1226.88605165975,1.09381352610688,0.30652883991184,3.5683869955645,0.000359185709974948,0.00230884285347541,"MXAN_RS00090",41357524,"MXAN_RS00090","MXAN_0017","glutathione synthase",0
"56","WP_011550168.1",198.439013483329,-0.328070723950311,0.670488829560007,-0.489300804855466,0.624628751342305,0.742507629032228,"MXAN_RS00110",41357528,"MXAN_RS00110","MXAN_0019","tenascin-X",0
"57","WP_011550169.1",87.060847212638,1.02841847105563,0.472841709311184,2.17497409979714,0.0296320573305053,0.081356154030602,"MXAN_RS00115",41357529,"MXAN_RS00115","MXAN_0020","DUF429 domain-containing protein",0
"58","WP_011550171.1",267.309558101477,-0.887826843547033,0.383006743996764,-2.31804493644773,0.0204468789937922,0.0609163178323484,"MXAN_RS00125",41357531,"MXAN_RS00125","MXAN_0022","DUF2807 domain-containing protein",-1
"59","WP_011550173.1",1706.0769352977,-0.089274421918127,0.255584681972275,-0.349294884299096,0.726867938628492,0.816304916083595,"MXAN_RS00135",41357533,"MXAN_RS00135","MXAN_0024","ribonuclease R",0
"60","WP_011550174.1",612.634055593966,-0.17590372683943,0.295142437920683,-0.595996048818646,0.551177866289673,0.680854407894336,NA,NA,NA,NA,NA,-1
"61","WP_011550175.1",97.876094907041,-0.31893836420598,0.404692902218839,-0.788099723166167,0.430638377119141,0.572992673629658,"MXAN_RS00145",41357535,"MXAN_RS00145","MXAN_0026","hypothetical protein",0
"62","WP_011550176.1",436.366444271362,0.104257783673179,0.308355811846417,0.338108703218175,0.735281272158836,0.822473287390661,"MXAN_RS00150",41357536,"MXAN_RS00150","MXAN_0027","hypothetical protein",0
"63","WP_011550178.1",5644.46115248549,-1.31757865246024,0.280108833023651,-4.70380972366189,2.55351241690509e-06,3.0903971511276e-05,"MXAN_RS00160",41357538,"MXAN_RS00160","MXAN_0029","hypothetical protein",-1
"64","WP_011550179.1",2833.04963943087,0.375604405149753,0.261595220485471,1.43582288870838,0.151052745040897,0.271139480613915,"MXAN_RS00165",41357539,"MXAN_RS00165","MXAN_0030","NYN domain-containing protein",0
"65","WP_011550180.1",984.869746912458,0.922433357862537,0.399241086425678,2.31046700659216,0.020862313117117,0.0618864398149176,"MXAN_RS00170",41357540,"MXAN_RS00170","MXAN_0031","hypothetical protein",0
"66","WP_011550181.1",117.298996380155,0.412065250060075,0.385586598086262,1.06867108998402,0.285217902819864,0.430321412972237,"MXAN_RS00175",41357541,"MXAN_RS00175","MXAN_0032","hypothetical protein",0
"67","WP_011550182.1",157.699144025902,0.820523976867435,0.348482515317466,2.35456282826684,0.0185445084667463,0.0566697152303099,"MXAN_RS00180",41357542,"MXAN_RS00180","MXAN_0033","hypothetical protein",0
"68","WP_011550183.1",260.663682386923,0.16176152870713,0.330486667619849,0.4894646125126,0.624512801947308,0.742497880990148,"MXAN_RS00185",41357543,"MXAN_RS00185","MXAN_0034","haloacid dehalogenase",0
"69","WP_011550184.1",23.4808992741501,1.70711790038257,1.16381611543815,1.46682785857445,0.142422889223694,0.25950188515084,"MXAN_RS00190",41357544,"MXAN_RS00190","MXAN_0035","aliphatic sulfonate ABC transporter substrate-binding protein",1
"70","WP_011550188.1",149.917789364292,0.139843552101265,0.38218460325577,0.365905771477867,0.714435389563431,0.808270279015203,"MXAN_RS00210",41357548,"MXAN_RS00210","MXAN_0039","hypothetical protein",0
"71","WP_011550189.1",38.2658172050632,1.62125153238935,0.868672180463091,1.86635599579701,0.0619915753333095,0.141217833263417,"MXAN_RS00215",41357549,"MXAN_RS00215","MXAN_0040","glucose dehydrogenase",1
"72","WP_011550190.1",157.52162008453,0.516989895465443,0.398642507832961,1.29687598614564,0.19467386028709,0.326528480359832,"MXAN_RS00220",41357550,"MXAN_RS00220","MXAN_0041","glycoside hydrolase family 15 protein",0
"73","WP_011550191.1",379.441837993934,-0.19713979967023,0.313897452854393,-0.628038863895074,0.529978480967292,0.662930062142968,"MXAN_RS00225",41357551,"MXAN_RS00225","MXAN_0042","hypothetical protein",0
"74","WP_011550192.1",207.547349944876,-1.38396447816319,0.347183731066499,-3.98625959203748,6.71230721600792e-05,0.00054545411586687,"MXAN_RS00230",41357552,"MXAN_RS00230","MXAN_0043","hypothetical protein",-1
"75","WP_011550193.1",415.001153588445,-1.03845818133896,0.328039518981561,-3.16564962832216,0.00154737054898925,0.00779453980488664,"MXAN_RS00235",41357553,"MXAN_RS00235","MXAN_0044","DUF4150 domain-containing protein",-1
"76","WP_011550194.1",989.745397905753,-0.572509934908111,0.260133516968624,-2.20083110234951,0.0277479828735025,0.0775705273757834,"MXAN_RS00240",41357554,"MXAN_RS00240","MXAN_0045","hypothetical protein",0
"77","WP_011550196.1",942.884408152831,0.433875273871058,0.290666065127754,1.49269325155092,0.135517500676617,0.251102741909806,NA,NA,NA,NA,NA,-1
"78","WP_011550197.1",223.498891445513,-0.51837587776048,0.429212486605464,-1.20773717899073,0.227148372304278,0.364187862621867,"MXAN_RS00255",41357557,"MXAN_RS00255","MXAN_0048","hypothetical protein",0
"79","WP_011550198.1",1149.27731946134,0.504258192275251,0.305378240087187,1.65125777177602,0.0986859510192838,0.200603211939199,"MXAN_RS00260",41357558,"MXAN_RS00260","MXAN_0049","hypothetical protein",0
"80","WP_011550199.1",5445.67220755273,0.0276172378935857,0.250840898893873,0.110098624328683,0.912331159152863,0.946390789962725,"MXAN_RS00265",41357559,"MXAN_RS00265","MXAN_0050","hypothetical protein",0
"81","WP_011550200.1",106.942745750642,-0.890605634911395,0.379833441387671,-2.34472676143966,0.0190410279569541,0.0578279181728398,"MXAN_RS00270",41357560,"MXAN_RS00270","MXAN_0051","hypothetical protein",-1
"82","WP_011550201.1",200.826119347361,-0.622092769995217,0.312102333284171,-1.99323332013925,0.0462359040868819,0.114279632375431,"MXAN_RS00275",41357561,"MXAN_RS00275","MXAN_0052","DUF2169 domain-containing protein",0
"83","WP_011550202.1",11.330348821807,1.01911150262437,1.15981369632827,0.878685521520106,0.379571811082557,0.525397724426121,"MXAN_RS00280",41357562,"MXAN_RS00280","MXAN_0053","hypothetical protein",0
"84","WP_011550203.1",99.4049961624431,-0.441775279978939,0.44639298198434,-0.98965552284251,0.322342521518849,0.469016536272463,"MXAN_RS00285",41357563,"MXAN_RS00285","MXAN_0054","hypothetical protein",0
"85","WP_011550204.1",433.54501732489,-0.983750012885172,0.264092114274276,-3.72502607883053,0.000195295031190018,0.00136766063001059,NA,NA,NA,NA,NA,-1
"86","WP_011550205.1",459.407426227439,-0.4865209621256,0.327781682705666,-1.48428355760952,0.137733710489395,0.253911984746502,"MXAN_RS00295",41357565,"ppk1","MXAN_0056","polyphosphate kinase 1",0
"87","WP_011550206.1",1868.10821931716,-0.488170131813601,0.289164906854604,-1.68820669535484,0.0913715584272637,0.188854651806321,"MXAN_RS00300",41357566,"MXAN_RS00300","MXAN_0057","hypothetical protein",0
"88","WP_011550207.1",304.616621632793,-0.175407024056484,0.293307255609053,-0.598031656912991,0.549818810266554,0.679605636151897,"MXAN_RS00305",41357567,"MXAN_RS00305","MXAN_0058","hypothetical protein",0
"89","WP_011550208.1",198.224535848558,0.827689511363748,0.63534624608319,1.30273770635512,0.19266432433198,0.324291611864111,"MXAN_RS00310",41357568,"MXAN_RS00310","MXAN_0059","hypothetical protein",0
"90","WP_011550209.1",199.821080263888,1.28608017335375,0.545914933136287,2.35582523080144,0.0184816106502786,0.0565276426946604,"MXAN_RS00315",41357569,"MXAN_RS00315","MXAN_0060","PAS domain S-box protein",1
"91","WP_011550210.1",72.0014186261991,0.630120531891353,0.679568316783271,0.92723647693586,0.353803767655628,0.499910142078108,"MXAN_RS00320",41357570,"MXAN_RS00320","MXAN_0061","MBL fold metallo-hydrolase",0
"92","WP_011550212.1",202.146931567954,-0.619811608482704,0.355366698198893,-1.74414657204543,0.0811335349162581,0.173146853238753,"MXAN_RS00330",41357572,"MXAN_RS00330","MXAN_0063","TIGR02266 family protein",0
"93","WP_011550213.1",343.178898957769,0.656485854834518,0.263543971960846,2.49099173071601,0.012738708461521,0.0426749829889844,"MXAN_RS00335",41357573,"MXAN_RS00335","MXAN_0064","RtcB family protein",0
"94","WP_011550217.1",498.109165286722,0.0589682170445657,0.266178068203037,0.221536723302033,0.824674545800025,0.886419013431286,"MXAN_RS00355",41357577,"MXAN_RS00355","MXAN_0070","serine/threonine protein kinase",0
"95","WP_011550218.1",111.742124142232,0.569410701139154,0.483841232169415,1.17685443753123,0.239253610289609,0.378923610320776,"MXAN_RS00360",41357578,"MXAN_RS00360","MXAN_0071","DUF4142 domain-containing protein",0
"96","WP_011550219.1",167.465678042753,1.05172265251106,0.383746659645297,2.74066920473832,0.00613142027082017,0.0239521638810781,"MXAN_RS00365",41357579,"MXAN_RS00365","MXAN_0072","PaaI family thioesterase",0
"97","WP_011550220.1",66.2324958067366,-0.0491181754062388,0.499094200469429,-0.0984146386795122,0.921603051122481,0.951228706790241,"MXAN_RS00370",41357580,"MXAN_RS00370","MXAN_0073","PaaI family thioesterase",0
"98","WP_011550221.1",56.7736304802308,-0.336789321860474,0.685889791292258,-0.491025418567526,0.62340846967672,0.741637502518597,"MXAN_RS00375",41357581,"MXAN_RS00375","MXAN_0074","hypothetical protein",0
"99","WP_011550223.1",113.421998988662,-0.308501772732742,0.440410463752689,-0.700486927817366,0.483623266024297,0.622343216839109,"MXAN_RS00385",41357583,"MXAN_RS00385","MXAN_0076","appr-1-p processing domain-containing protein",0
"100","WP_011550224.1",84.5776510276288,1.19637243235769,0.574679201519084,2.08180917143903,0.0373599036946975,0.0970034274152828,"MXAN_RS00390",41357584,"MXAN_RS00390","MXAN_0077","hypothetical protein",0
"101","WP_011550225.1",59.3670863763129,0.297269074723175,0.584699076088274,0.508413792462185,0.611163182176731,0.731650757590421,"MXAN_RS00395",41357585,"MXAN_RS00395","MXAN_0078","KR domain-containing protein",0
"102","WP_011550226.1",55.2147198407654,-0.288929385927338,0.597129391761278,-0.483863949612527,0.628482426640236,0.746058983975515,"MXAN_RS00400",41357586,"MXAN_RS00400","MXAN_0079","TetR/AcrR family transcriptional regulator",0
"103","WP_011550227.1",398.995151069187,0.0754719381544272,0.298070156640841,0.253201927374994,0.800112177204989,0.868963437843905,"MXAN_RS00405",41357587,"MXAN_RS00405","MXAN_0080","DUF1446 domain-containing protein",0
"104","WP_011550228.1",427.017880359005,0.0279338265919151,0.290671973218687,0.0961008599576923,0.923440468322478,0.95246643724146,"MXAN_RS00410",41357588,"MXAN_RS00410","MXAN_0081","acetyl-CoA carboxylase carboxyltransferase subunit",0
"105","WP_011550229.1",1307.83510353378,0.269758774026238,0.268091460156082,1.00621919799006,0.314310139161681,0.461612051397149,"MXAN_RS00415",41357589,"MXAN_RS00415","MXAN_0082","acetyl-CoA carboxylase biotin carboxylase subunit",0
"106","WP_011550230.1",650.385902539626,-1.16068571240471,0.405730782430374,-2.86072874592376,0.0042266851596992,0.0176308035323772,"MXAN_RS00420",41357590,"MXAN_RS00420","MXAN_0083","hypothetical protein",-1
"107","WP_011550231.1",899.12667735792,-0.367772528885968,0.406169587317645,-0.90546545179502,0.365218854640794,0.511755269639333,"MXAN_RS00425",41357591,"MXAN_RS00425","MXAN_0084","hypothetical protein",0
"108","WP_011550232.1",279.706494209687,0.199388014272887,0.434815221042515,0.458558037123984,0.646551576433773,0.759531840023932,"MXAN_RS00430",41357592,"MXAN_RS00430","MXAN_0085","hypothetical protein",0
"109","WP_011550233.1",91.3808985515422,-0.605584540886479,0.540684675484893,-1.12003274430403,0.262699808739482,0.405706943528412,"MXAN_RS00435",41357593,"MXAN_RS00435","MXAN_0086","hypothetical protein",0
"110","WP_011550234.1",325.848430682934,1.40948133139804,0.319587955607379,4.41030804405413,1.03223673515291e-05,0.000108432063139309,"MXAN_RS00440",41357594,"MXAN_RS00440","MXAN_0087","MFS transporter",1
"111","WP_011550235.1",265.019693436725,-0.237077891778802,0.330458402863014,-0.717421284266993,0.473114190428546,0.612709995535258,"MXAN_RS00445",41357595,"MXAN_RS00445","MXAN_0088","isopenicillin N synthase family oxygenase",0
"112","WP_011550236.1",286.404615871582,0.53431629601831,0.39839507802415,1.34117193080864,0.179864637468761,0.308396918834843,"MXAN_RS00450",41357596,"MXAN_RS00450","MXAN_0089","glutathione S-transferase family protein",0
"113","WP_011550237.1",103.681308050119,0.861128260538594,0.37685013742615,2.28506818763559,0.0223088298110741,0.0653336788049773,"MXAN_RS00455",41357597,"MXAN_RS00455","MXAN_0090","TetR/AcrR family transcriptional regulator",0
"114","WP_011550239.1",160.913818903305,1.77570735765441,0.49680047429184,3.57428676006313,0.000351183883212285,0.00226804886524448,"MXAN_RS00465",41357599,"MXAN_RS00465","MXAN_0092","multidrug efflux RND transporter permease subunit",1
"115","WP_011550240.1",202.428491813071,0.182615723890969,0.388928609789351,0.469535331920879,0.638687036218657,0.754533236170541,"MXAN_RS00470",41357600,"MXAN_RS00470","MXAN_0093","DUF59 domain-containing protein",0
"116","WP_011550241.1",2184.17663267072,1.39939105183514,0.334059774964004,4.18904386793031,2.80132248782252e-05,0.000258765593345643,"MXAN_RS00475",41357601,"MXAN_RS00475","MXAN_0094","amidohydrolase",1
"117","WP_011550242.1",678.308844112394,0.151149426416273,0.282987657655112,0.534120207463198,0.593258369811207,0.717218144977023,"MXAN_RS00480",41357602,"MXAN_RS00480","MXAN_0095","hybrid sensor histidine kinase/response regulator",0
"118","WP_011550243.1",76.0607160054576,0.78799389199237,0.451754924601186,1.74429507921362,0.0811076492669946,0.173145232682423,"MXAN_RS00485",41357603,"MXAN_RS00485","MXAN_0096","class I SAM-dependent methyltransferase",0
"119","WP_011550244.1",237.129517353611,0.0546922021975985,0.304886420292292,0.179385497540905,0.857635017972635,0.909085203637814,"MXAN_RS00490",41357604,"MXAN_RS00490","MXAN_0097","type II toxin-antitoxin system HipA family toxin",0
"120","WP_011550245.1",276.665880159218,-0.351791492514828,0.303666865035499,-1.15847836237814,0.246668876712041,0.387117436996328,"MXAN_RS00495",41357605,"MXAN_RS00495","MXAN_0098","DUF262 domain-containing protein",0
"121","WP_011550247.1",2111.99611661386,0.34440250101634,0.269879361389358,1.27613500803964,0.201907798224438,0.335102754712091,"MXAN_RS00500",41357606,"MXAN_RS00500","MXAN_0100","peptidase M28 family protein",0
"122","WP_011550248.1",347.943029387147,0.256820791069016,0.263736290156925,0.973778735251815,0.330166413672535,0.476576614289367,"MXAN_RS00505",41357607,"MXAN_RS00505","MXAN_0101","hypothetical protein",0
"123","WP_011550249.1",183.147768004609,0.325303741875948,0.340776382022115,0.954595914029151,0.339782084262374,0.486988008039105,"MXAN_RS36440",41364665,"MXAN_RS36440","MXAN_0102","hypothetical protein",0
"124","WP_011550251.1",58.3810594072492,0.234794532570794,0.667643832527249,0.351676329701152,0.72508101414788,0.815095149835733,"MXAN_RS00520",41357609,"MXAN_RS00520","MXAN_0104","aminoglycoside phosphotransferase",0
"125","WP_011550252.1",237.664399686789,-0.127892306830105,0.454558438176245,-0.281355038404363,0.778438099883656,0.854582913222603,"MXAN_RS00525",41357610,"MXAN_RS00525","MXAN_0105","MFS transporter",0
"126","WP_011550254.1",889.691849175747,-0.0204617195240315,0.290039824373686,-0.0705479655016917,0.943757524672985,0.965187459560929,"MXAN_RS00535",41357612,"MXAN_RS00535","MXAN_0107","ABC transporter permease",0
"127","WP_011550256.1",43.898530249044,0.831067950191021,0.783303874186543,1.06097770939034,0.288700031415971,0.433900090836959,"MXAN_RS00545",41357614,"MXAN_RS00545","MXAN_0109","hypothetical protein",0
"128","WP_011550257.1",325.348552670808,0.567760678108724,0.390181819793529,1.45511822772564,0.14563653376681,0.263753312532744,"MXAN_RS00550",41357615,"MXAN_RS00550","MXAN_0110","cardiolipin synthase B",0
