"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_name","GeneID","orgdb_symbol","orgdb_old_MXAN","orgdb_Name","iMat"
"4093","WP_011555534.1",391.390506082781,-0.253331352040841,0.268285901763761,-0.944258905799352,0.345037360096515,0.491656833834799,NA,NA,NA,NA,NA,-1
"4094","WP_011555535.1",1105.80442030321,-0.0773211623837856,0.26988180828571,-0.286500090076207,0.774495124488366,0.852154862342221,"MXAN_RS27045",41362828,"MXAN_RS27045","MXAN_5581","hypothetical protein",0
"4095","WP_011555536.1",9798.26795615203,-0.341150593977053,0.26684381651007,-1.27846542760034,0.201085367324931,0.334543521544206,"MXAN_RS27050",41362829,"MXAN_RS27050","MXAN_5582","antifreeze protein%2C type I",0
"4096","WP_011555537.1",178.175293399628,0.651461202579391,0.391498923224323,1.66401786552581,0.0961088592022568,0.196291093290679,"MXAN_RS27055",41362830,"MXAN_RS27055","MXAN_5583","ABC transporter permease",0
"4097","WP_011555538.1",287.739309636079,0.0997459732373861,0.349816419817817,0.285138054095155,0.775538376668848,0.852747774953666,"MXAN_RS27060",41362831,"MXAN_RS27060","MXAN_5584","ABC transporter ATP-binding protein",0
"4098","WP_011555541.1",110.293126013161,1.0003460915274,0.572497945953282,1.74733568670136,0.080579126244415,0.172497905855938,"MXAN_RS27070",41362833,"MXAN_RS27070","MXAN_5587","hypothetical protein",0
"4099","WP_011555542.1",107.736458985552,2.24603052895201,0.55043677646859,4.08045142506967,4.49483219913191e-05,0.000388630974707879,"MXAN_RS27075",41362834,"MXAN_RS27075","MXAN_5588","hypothetical protein",1
"4100","WP_011555543.1",102.931673741773,0.773720853684236,0.46054779208871,1.68000122240344,0.0929570778913236,0.19122536094896,"MXAN_RS27080",41362835,"MXAN_RS27080","MXAN_5589","hypothetical protein",0
"4101","WP_011555544.1",587.898715315157,0.213305062451163,0.248539929748799,0.858232569176116,0.390764055184762,0.535871662542924,"MXAN_RS27085",41362836,"MXAN_RS27085","MXAN_5590","rhomboid family intramembrane serine protease",0
"4102","WP_011555545.1",5163.43184047723,-1.76205295771788,0.276205436650912,-6.37950135624917,1.77665512072294e-10,5.08005412319576e-09,"MXAN_RS27090",41362837,"MXAN_RS27090","MXAN_5591","hypothetical protein",-1
"4103","WP_011555547.1",373.662418283579,-0.329280231675861,0.339609955780927,-0.969583565118658,0.332254108226428,0.478587596109598,"MXAN_RS27100",41362839,"MXAN_RS27100","MXAN_5593","crotonase",0
"4104","WP_011555548.1",1062.12472066334,-0.0702881126634848,0.386519941609577,-0.181848606234352,0.855701538158835,0.908293176132553,"MXAN_RS27105",41362840,"MXAN_RS27105","MXAN_5594","acetyl-CoA carboxylase biotin carboxyl carrier protein subunit",0
"4105","WP_011555549.1",2165.82170234613,-0.20695293209403,0.324411024233746,-0.63793433833776,0.523516423831887,0.657952156962526,"MXAN_RS27110",41362841,"MXAN_RS27110","MXAN_5595","acetyl-CoA carboxylase biotin carboxylase subunit",0
"4106","WP_011555550.1",80.5344201033731,-1.96017373042892,0.538374569500811,-3.64091069949018,0.000271675362156454,0.00182823722716809,"MXAN_RS27115",41362842,"MXAN_RS27115","MXAN_5596","hypothetical protein",-1
"4107","WP_011555551.1",6801.11592644561,-0.390139407091421,0.27360221115077,-1.42593660135456,0.153886643104981,0.275151234467158,"MXAN_RS27120",41362843,"MXAN_RS27120","MXAN_5597","cell division protein FtsZ",0
"4108","WP_011555553.1",9542.84636326388,0.0667864283826396,0.269976005370445,0.247379126493109,0.804614826907968,0.872203991225863,"MXAN_RS27130",41362845,"ftsA","MXAN_5599","cell division protein FtsA",0
"4109","WP_011555554.1",2005.59645764943,0.111212016560656,0.261683234906725,0.424987166641748,0.670846030075338,0.777987208557583,"MXAN_RS27135",41362846,"MXAN_RS27135","MXAN_5600","cell division protein FtsQ",0
"4110","WP_011555555.1",1338.80722455661,-0.3360330121085,0.264621937988572,-1.26986074798913,0.204134237171322,0.337416413611796,"MXAN_RS27140",41362847,"MXAN_RS27140","MXAN_5601","D-alanine--D-alanine ligase",0
"4111","WP_011555556.1",546.044159683974,0.064154053645616,0.3119772808636,0.205636940831166,0.837074519542945,0.894445730217155,"MXAN_RS27145",41362848,"MXAN_RS27145","MXAN_5602","UDP-N-acetylenolpyruvoylglucosamine reductase",0
"4112","WP_011555557.1",1432.71246541202,0.114849946241191,0.297383567287706,0.386201387281358,0.699347526398237,0.796562612299215,"MXAN_RS27150",41362849,"MXAN_RS27150","MXAN_5603","UDP-N-acetylmuramate--L-alanine ligase",0
"4113","WP_011555558.1",1461.83962897868,0.180170623262009,0.273621718192768,0.658466091259166,0.510238678979817,0.646690221969822,NA,NA,NA,NA,NA,-1
"4114","WP_011555559.1",2186.8666941285,0.611487711727666,0.280517143234881,2.17985861639714,0.0292679433427565,0.0805774660706891,"MXAN_RS27160",41362851,"ftsW","MXAN_5605","putative lipid II flippase FtsW",0
"4115","WP_011555560.1",1455.18132155098,0.717335860512783,0.277580736877505,2.58424222293688,0.0097593227354821,0.0345233536808045,"MXAN_RS27165",41362852,"murD","MXAN_5606","UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase",0
"4116","WP_011555561.1",1042.24619371714,0.632630427829696,0.304310781565717,2.07889587274803,0.0376269221574972,0.0975130201531827,"MXAN_RS27170",41362853,"MXAN_RS27170","MXAN_5607","phospho-N-acetylmuramoyl-pentapeptide-transferase",0
"4117","WP_011555562.1",3748.39317103487,0.246734275376312,0.333651815357764,0.73949627731456,0.459605699419127,0.600633960685986,"MXAN_RS27175",41362854,"MXAN_RS27175","MXAN_5608","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase",0
"4118","WP_011555563.1",16354.098752577,1.06279953815936,0.351553097542115,3.02315509546048,0.00250154001096842,0.0115614434712162,"MXAN_RS27180",41362855,"MXAN_RS27180","MXAN_5609","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase",0
"4119","WP_011555564.1",16147.5783395136,0.881429353927348,0.295106397440774,2.98681886116768,0.00281896694870963,0.0127547611579502,"MXAN_RS27185",41362856,"MXAN_RS27185","MXAN_5610","PASTA domain-containing protein",0
"4120","WP_011555565.1",137.112843240638,-1.93256979072747,0.38472113641478,-5.02330027597939,5.07910398449882e-07,7.51075226548957e-06,"MXAN_RS27190",41362857,"MXAN_RS27190","MXAN_5611","cell division protein FtsL",-1
"4121","WP_011555566.1",774.731435125787,-0.736119018159559,0.28702564706288,-2.56464544437833,0.0103281282890288,0.0361091486756456,"MXAN_RS27195",41362858,"MXAN_RS27195","MXAN_5612","ribosomal RNA small subunit methyltransferase H",0
"4122","WP_011555567.1",2407.33132435838,0.212246285056861,0.298414989037717,0.71124538931935,0.476932186184979,0.616682310187285,"MXAN_RS27200",41362859,"MXAN_RS27200","MXAN_5613","anti-sigma factor antagonist",0
"4123","WP_011555568.1",12030.2201159163,0.818635236395181,0.280184325566261,2.92177385276887,0.0034804415219849,0.0150651523417073,"MXAN_RS27205",41362860,"MXAN_RS27205","MXAN_5614","division/cell wall cluster transcriptional repressor MraZ",0
"4124","WP_011555569.1",520.135784788801,-1.71525105331468,0.285337793224026,-6.01129991906819,1.84041556788308e-09,4.34325468434326e-08,"MXAN_RS27210",41362861,"MXAN_RS27210","MXAN_5615","pilus assembly protein PilZ",-1
"4125","WP_011555570.1",544.739312374931,0.0385168527855447,0.263900324988171,0.145952274925282,0.883959063966794,0.927215410171739,"MXAN_RS27215",41362862,"MXAN_RS27215","MXAN_5616","acyl-CoA dehydrogenase",0
"4126","WP_011555571.1",77.7368725347673,-1.67472099101093,0.464364322587514,-3.60648075131852,0.000310377870924164,0.00204867232618622,"MXAN_RS27220",41362863,"MXAN_RS27220","MXAN_5617","ArsR family transcriptional regulator",-1
"4127","WP_011555572.1",1875.52397102885,0.618928762126675,0.255100277487048,2.42621751816048,0.0152571227013026,0.048993097048959,"MXAN_RS27225",41362864,"MXAN_RS27225","MXAN_5618","ATPase",0
"4128","WP_011555574.1",924.611600023051,-1.05906676818313,0.330119002685925,-3.20813633740049,0.00133598149395661,0.00686521139064506,"MXAN_RS27235",41362866,"MXAN_RS27235","MXAN_5620","serine/threonine protein kinase",-1
"4129","WP_011555575.1",526.046851660436,-0.53799680998034,0.32982763220142,-1.63114535428552,0.102859652615501,0.206028751096808,"MXAN_RS27240",41362867,"MXAN_RS27240","MXAN_5621","hypothetical protein",0
"4130","WP_011555576.1",2176.74540388396,-0.622759909375385,0.315095969245759,-1.97641344275548,0.0481079702744446,0.117474140028773,"MXAN_RS27245",41362868,"MXAN_RS27245","MXAN_5622","transcriptional regulator",0
"4131","WP_011555577.1",498.460332012497,-0.497280754714962,0.353120325131887,-1.40824732909167,0.159057846059478,0.281620662177765,"MXAN_RS27250",41362869,"MXAN_RS27250","MXAN_5623","hypothetical protein",0
"4132","WP_011555578.1",273.794368204069,0.553853031550392,0.32255573596051,1.71707698795411,0.0859651061791899,0.180310631723121,"MXAN_RS27255",41362870,"MXAN_RS27255","MXAN_5624","hypothetical protein",0
"4133","WP_011555579.1",410.344277789177,-0.161120016036823,0.283830518792812,-0.567662761291838,0.57026398200207,0.697743093035558,"MXAN_RS27260",41362871,"MXAN_RS27260","MXAN_5625","phospholipid carrier-dependent glycosyltransferase",0
"4134","WP_011555580.1",5183.87236240234,-0.572889886749162,0.288290142864179,-1.98719901089045,0.0469003474328845,0.11540267897922,"MXAN_RS27265",41362872,"MXAN_RS27265","MXAN_5626","hypothetical protein",0
"4135","WP_011555581.1",749.35600524317,-0.617292295745964,0.348241451210741,-1.77259856229006,0.0762952501398507,0.165642901296065,"MXAN_RS27270",41362873,"MXAN_RS27270","MXAN_5627","hypothetical protein",0
"4136","WP_011555582.1",2449.1745622881,-0.318783976921402,0.335084860596388,-0.951352968779392,0.341425226502488,0.488428739013628,"MXAN_RS27275",41362874,"MXAN_RS27275","MXAN_5628","hypothetical protein",0
"4137","WP_011555583.1",90.9643345999567,0.276788270271973,0.622097538576606,0.444927448041798,0.656372186029083,0.767542409755365,"MXAN_RS27280",41362875,"MXAN_RS27280","MXAN_5629","alcohol dehydrogenase",0
"4138","WP_011555584.1",145.432024392091,0.353908098367244,0.579335704446841,0.610886046985764,0.541275022694322,0.672650037965258,"MXAN_RS27285",41362876,"MXAN_RS27285","MXAN_5630","glutamine synthetase",0
"4139","WP_011555585.1",187.074918345614,-0.150985634357705,0.388575285661265,-0.38856211377613,0.697600097427464,0.795361064092101,"MXAN_RS27290",41362877,"MXAN_RS27290","MXAN_5631","GMP synthase",0
"4140","WP_011555586.1",38.6820592258898,-0.303606060704809,0.704609620566592,-0.430885488706034,0.666551635318024,0.774440620296156,"MXAN_RS27295",41362878,"MXAN_RS27295","MXAN_5632","hypothetical protein",0
"4141","WP_011555587.1",88.9128600833778,-0.158484974830731,0.40237936208528,-0.393869541443185,0.693677358846534,0.793103764197089,"MXAN_RS27300",41362879,"MXAN_RS27300","MXAN_5633","hypothetical protein",0
"4142","WP_011555588.1",576.127048755735,-0.563449731645929,0.282151453692889,-1.99697617811753,0.0458277708545382,0.113555975893068,NA,NA,NA,NA,NA,-1
"4143","WP_011555590.1",2713.61705452136,1.32094154783405,0.284509940142862,4.64286607058707,3.43609097076965e-06,4.05446967115988e-05,"MXAN_RS27315",41362882,"rho","MXAN_5636","transcription termination factor Rho",1
"4144","WP_011555591.1",1769.65533191883,0.328374494928641,0.29313853121062,1.12020242979489,0.262627508776797,0.405686205555013,"MXAN_RS27320",41362883,"MXAN_RS27320","MXAN_5637","DNA ligase (NAD(+)) LigA",0
"4145","WP_011555592.1",491.047445803022,-1.49091023619398,0.351519354395127,-4.24133185713044,2.22197317141677e-05,0.00021266134894768,"MXAN_RS27325",41362884,"MXAN_RS27325","MXAN_5638","acylphosphatase",-1
"4146","WP_011555593.1",651.2708929086,-0.111257779731119,0.298631679100429,-0.372558531185513,0.709477041537056,0.804774698474379,"MXAN_RS27330",41362885,"MXAN_RS27330","MXAN_5639","DUF3052 domain-containing protein",0
"4147","WP_011555594.1",7707.02039010319,-0.30929118283804,0.250101003062724,-1.23666510350009,0.216211439171963,0.352142053257858,"MXAN_RS27335",41362886,"MXAN_RS27335","MXAN_5640","ribonuclease G",0
"4148","WP_011555595.1",337.037309378189,-0.883988620023937,0.269944693980598,-3.27470270664951,0.0010577322280332,0.00568108556771377,"MXAN_RS27340",41362887,"MXAN_RS27340","MXAN_5641","hypothetical protein",-1
"4149","WP_011555596.1",3167.19877151285,-0.0613295184960074,0.288044541919669,-0.212916787408217,0.831391868138514,0.890361392145586,"MXAN_RS27345",41362888,"MXAN_RS27345","MXAN_5642","integration host factor subunit beta",0
"4150","WP_011555597.1",189.236223028273,1.81744368381764,0.504777736307457,3.60048305044627,0.000317626535046688,0.00208057457510145,"MXAN_RS27350",41362889,"MXAN_RS27350","MXAN_5643","FHIPEP family type III secretion protein",1
"4151","WP_011555598.1",76.2595901359124,1.53685549025467,0.636733840546436,2.41365448542167,0.0157934310785322,0.0501995081006297,"MXAN_RS27355",41362890,"MXAN_RS27355","MXAN_5644","FlhB/HrpN/YscU/SpaS family type III secretion protein",1
"4152","WP_011555599.1",32.5351618788823,2.19761209346123,0.940612024788412,2.33636402209038,0.0194722773913529,0.0586466186642539,"MXAN_RS27360",41362891,"MXAN_RS27360","MXAN_5645","type III secretion protein",1
"4153","WP_011555605.1",58.1898001461562,2.40960117402927,0.768552964479353,3.13524413462073,0.00171711146036311,0.00846395927994433,"MXAN_RS27390",41362897,"MXAN_RS27390","MXAN_5651","flagellar M-ring protein FliF",1
"4154","WP_011555607.1",49.2315867187118,0.518352997880946,0.680766989178792,0.761424989931186,0.446403265894689,0.588960098711262,"MXAN_RS27400",41362899,"MXAN_RS27400","MXAN_5654","hypothetical protein",0
"4155","WP_011555608.1",705.212708672275,0.717096815651687,0.260470756692796,2.7530799417051,0.0059037478252334,0.0232490532789898,"MXAN_RS27405",41362900,"MXAN_RS27405","MXAN_5655","PilZ domain-containing protein",0
"4156","WP_011555609.1",861.341561773581,-0.767943723790042,0.270031975321443,-2.84389921925317,0.00445651414511103,0.0184001431839186,"MXAN_RS27410",41362901,"MXAN_RS27410","MXAN_5656","response regulator",0
"4157","WP_011555611.1",1559.18481220695,-1.662370533448,0.358442213795768,-4.63776438562892,3.52197944411029e-06,4.14163145893584e-05,"MXAN_RS27420",41362903,"MXAN_RS27420","MXAN_5658","hypothetical protein",-1
"4158","WP_011555612.1",480.461055293212,-0.0270653796219597,0.305151550260575,-0.0886948783279915,0.929324402996836,0.956245253255367,"MXAN_RS27425",41362904,"MXAN_RS27425","MXAN_5659","aerotolerance regulator BatE",0
"4159","WP_011555613.1",1301.60854613788,0.137723817877613,0.244906979066824,0.562351544257276,0.573876526284817,0.700422093983116,"MXAN_RS27430",41362905,"MXAN_RS27430","MXAN_5660","protein BatD",0
"4160","WP_011555614.1",4403.91588946024,1.24548683047955,0.350358188617924,3.55489573511236,0.000378129004888286,0.00241490914984725,"MXAN_RS27435",41362906,"MXAN_RS27435","MXAN_5661","tetratricopeptide repeat protein",1
"4161","WP_011555616.1",580.078835614022,0.395038642184606,0.283561042690823,1.39313439686894,0.163579153327793,0.287117663163989,"MXAN_RS27445",41362908,"MXAN_RS27445","MXAN_5663","VWA domain-containing protein",0
"4162","WP_011555617.1",536.88318932327,0.447915357132589,0.287039091346921,1.56046814052665,0.118649293143049,0.228128426073871,"MXAN_RS27450",41362909,"MXAN_RS27450","MXAN_5664","hypothetical protein",0
"4163","WP_011555618.1",1726.9385661142,0.756714351870351,0.286474011057683,2.64147644345296,0.00825455472096155,0.0303048143751444,"MXAN_RS27455",41362910,"MXAN_RS27455","MXAN_5665","DUF58 domain-containing protein",0
"4164","WP_011555619.1",1938.71151738544,0.395089652996156,0.305460332566921,1.29342376365546,0.195864535566899,0.327916062825924,"MXAN_RS27460",41362911,"MXAN_RS27460","MXAN_5666","ATPase AAA",0
"4165","WP_011555620.1",56.6496815724422,0.0560265527051203,0.621533020845729,0.0901425199080882,0.92817396073423,0.955632267058057,"MXAN_RS27465",41362912,"MXAN_RS27465","MXAN_5667","alpha/beta hydrolase",0
"4166","WP_011555621.1",14.6395914964933,1.03538326313097,1.05090557512457,0.985229584502148,0.324511311801952,0.471177296592341,"MXAN_RS27470",41362913,"MXAN_RS27470","MXAN_5668","hypothetical protein",0
"4167","WP_011555623.1",27.3798351763057,1.3113301175718,0.827825580742051,1.58406571151902,0.113178766233675,0.220688986450554,"MXAN_RS27475",41362914,"trxA","MXAN_5670","thioredoxin",1
"4168","WP_011555624.1",66.2522535206555,2.48551936396018,0.688716268091223,3.60891629705335,0.000307478790974541,0.0020334321963585,"MXAN_RS27480",41362915,"MXAN_RS27480","MXAN_5671","hypothetical protein",1
"4169","WP_011555626.1",77.0108261988785,0.915913200917667,0.566403403694427,1.61706867392308,0.105863457937029,0.210134461241647,"MXAN_RS27490",41362917,"MXAN_RS27490","MXAN_5673","hypothetical protein",0
"4170","WP_011555628.1",82.3216375960411,0.127179587930904,0.637913429877917,0.199368099140417,0.841974812747699,0.898567203754746,"MXAN_RS27500",41362919,"MXAN_RS27500","MXAN_5675","fimbrial protein",0
"4171","WP_011555629.1",255.364924043911,0.0237705007060446,0.285822319686466,0.0831653060968778,0.933720098866378,0.959192784926686,"MXAN_RS27505",41362920,"MXAN_RS27505","MXAN_5676","DUF2157 domain-containing protein",0
"4172","WP_011555630.1",127.911823193934,-0.308510382525177,0.407916415973727,-0.756307837694494,0.449464650038135,0.592097286066294,"MXAN_RS27510",41362921,"MXAN_RS27510","MXAN_5677","DUF4401 domain-containing protein",0
"4173","WP_011555631.1",94.2825297472156,-0.35825884299782,0.402240423579438,-0.890658476862577,0.373112417369772,0.519207929744567,"MXAN_RS27515",41362922,"MXAN_RS27515","MXAN_5678","membrane protein",0
"4174","WP_011555633.1",2745.13755789112,-0.904217748385963,0.265731310399732,-3.40275200173354,0.000667108032124859,0.00387608891178111,"MXAN_RS27530",41362925,"MXAN_RS27530","MXAN_5680","sigma-54-dependent Fis family transcriptional regulator",-1
"4175","WP_011555634.1",733.144053461831,1.03716155638413,0.379887764851334,2.73017889057316,0.00632999662083061,0.02449186227633,"MXAN_RS27535",41362926,"MXAN_RS27535","MXAN_5681","class I SAM-dependent methyltransferase",0
"4176","WP_011555635.1",214.905851234325,0.220162413534158,0.418690009888146,0.525836318838788,0.599001937755203,0.721377552092119,"MXAN_RS27540",41362927,"MXAN_RS27540","MXAN_5682","zinc ABC transporter permease",0
"4177","WP_011555636.1",1710.59680883953,0.282085521615138,0.282766777652252,0.99759074937031,0.318477848618694,0.466050298329034,"MXAN_RS27545",41362928,"MXAN_RS27545","MXAN_5683","hypothetical protein",0
"4178","WP_011555637.1",1177.38056550186,-0.152642656431461,0.309044832284073,-0.493917517737854,0.621364432409099,0.74003150773092,"MXAN_RS27550",41362929,"MXAN_RS27550","MXAN_5684","penicillin-binding protein activator LpoB",0
"4179","WP_011555638.1",730.002861633178,0.158565986856229,0.383734932467994,0.413217493222237,0.679447272680955,0.783932784997485,"MXAN_RS27555",41362930,"MXAN_RS27555","MXAN_5685","hypothetical protein",0
"4180","WP_011555639.1",548.746665119656,0.00712468576382125,0.39070057652111,0.01823566739333,0.985450848896792,0.989979495262949,"MXAN_RS27560",41362931,"MXAN_RS27560","MXAN_5686","hypothetical protein",0
"4181","WP_011555640.1",471.612597402959,0.734100254864219,0.255182331232256,2.87676756975808,0.00401771411674717,0.0169645024378093,"MXAN_RS27565",41362932,"MXAN_RS27565","MXAN_5687","mechanosensitive ion channel family protein",0
"4182","WP_011555641.1",532.101503519321,-0.185922630420242,0.257225262066326,-0.722800820287631,0.469802263306849,0.60993432369144,"MXAN_RS27575",41362934,"MXAN_RS27575","MXAN_5689","cytochrome c",0
"4183","WP_011555642.1",2410.32121023935,-0.0200463580431352,0.278265261444202,-0.0720404621802024,0.942569707322928,0.964820086812138,"MXAN_RS27580",41362935,"MXAN_RS27580","MXAN_5690","lytic transglycosylase",0
"4184","WP_011555644.1",35.5157761164458,2.53276171285443,0.861742083775498,2.93911804998289,0.00329147681057799,0.0144009947312336,"MXAN_RS27590",41362937,"MXAN_RS27590","MXAN_5692","murein L%2CD-transpeptidase",1
"4185","WP_011555645.1",319.392581154914,0.0754368271541146,0.269175892338376,0.280251052569315,0.779284900969526,0.855240046596752,"MXAN_RS27595",41362938,"MXAN_RS27595","MXAN_5693","DNA/RNA non-specific endonuclease",0
"4186","WP_011555646.1",60.5791954993132,-0.807665126361173,0.487633930134574,-1.65629394603095,0.0976623059008179,0.198933180597853,"MXAN_RS27600",41362939,"MXAN_RS27600","MXAN_5694","hypothetical protein",0
"4187","WP_011555647.1",3661.18267754658,-0.552791951472732,0.308603554477197,-1.79126890618357,0.073250153307088,0.160753760012466,"MXAN_RS27605",41362940,"MXAN_RS27605","MXAN_5695","ATPase AAA",0
"4188","WP_011555648.1",9626.45986292148,-0.243155003978739,0.283416616842338,-0.857941946692577,0.390924520352058,0.535985051680469,"MXAN_RS27610",41362941,"MXAN_RS27610","MXAN_5696","serine/threonine protein kinase",0
"4189","WP_011555649.1",79.4283479228875,0.0269258624120316,0.427826891837124,0.0629363486161651,0.949817190194897,0.969657815945635,"MXAN_RS27615",41362942,"MXAN_RS27615","MXAN_5697","hypothetical protein",0
"4190","WP_011555650.1",595.889103660643,0.169699874264897,0.267481926539172,0.634434918502968,0.525797027321043,0.659462979838399,"MXAN_RS27620",41362943,"MXAN_RS27620","MXAN_5698","ABC transporter permease",0
"4191","WP_011555651.1",198.832529147322,0.0205634772076417,0.342056733282014,0.0601171536965121,0.952062327998136,0.971374223013793,"MXAN_RS27625",41362944,"MXAN_RS27625","MXAN_5699","ABC transporter ATP-binding protein",0
"4192","WP_011555652.1",350.194210613245,-0.449943228330796,0.299031647463926,-1.50466759002515,0.132409559551556,0.247272161211321,"MXAN_RS27630",41362945,"MXAN_RS27630","MXAN_5700","hypothetical protein",0
"4193","WP_011555653.1",850.489663645024,-0.361545278473054,0.323236593967677,-1.11851592678646,0.263346708163676,0.406341729949819,"MXAN_RS27635",41362946,"MXAN_RS27635","MXAN_5701","hypothetical protein",0
"4194","WP_011555654.1",1168.7796287424,0.0523708823179266,0.273662605110719,0.191370254246971,0.848235523036407,0.902314138506311,"MXAN_RS27640",41362947,"MXAN_RS27640","MXAN_5702","hypothetical protein",0
"4195","WP_011555655.1",12427.9387878046,-0.353516749066273,0.257510748508302,-1.37282327481129,0.169807293276826,0.294894671867593,"MXAN_RS27645",41362948,"MXAN_RS27645","MXAN_5703","PspA/IM30 family protein",0
"4196","WP_011555657.1",1630.36043050215,-0.422937445414246,0.304178942990106,-1.39042315439962,0.16440041939897,0.287970402280993,"MXAN_RS27655",41362950,"MXAN_RS27655","MXAN_5705","ethylammeline chlorohydrolase",0
"4197","WP_011555658.1",217.098870971435,-1.5548602515612,0.427092968292609,-3.64056626307165,0.000272039082452282,0.00182889884602797,"MXAN_RS27660",41362951,"MXAN_RS27660","MXAN_5706","cytidine deaminase",-1
"4198","WP_011555659.1",6598.14745540292,-0.653245408593154,0.370669243409025,-1.76234046986281,0.0780117901002841,0.168203768955275,"MXAN_RS27665",41362952,"MXAN_RS27665","MXAN_5707","TIGR02266 family protein",0
"4199","WP_011555660.1",182.211826892673,0.446673142776196,0.315852677702264,1.41418190919137,0.157308498268734,0.279745254598671,"MXAN_RS27670",41362953,"MXAN_RS27670","MXAN_5708","SET domain-containing protein",0
"4200","WP_011555661.1",147.630478094475,2.26523216616576,0.462468297798605,4.89813502233231,9.67505456376144e-07,1.30727060782118e-05,"MXAN_RS27675",41362954,"MXAN_RS27675","MXAN_5709","DUF4328 domain-containing protein",1
"4201","WP_011555662.1",7551.00733274865,0.744636488516895,0.339156632437959,2.19555337356733,0.0281239266744227,0.0783354804823955,"MXAN_RS27680",41362955,"MXAN_RS27680","MXAN_5710","thymidine phosphorylase",0
"4202","WP_011555663.1",712.49065482964,-0.200473213461096,0.309931016951876,-0.646831722209411,0.517740859232567,0.65295612389671,"MXAN_RS27685",41362956,"MXAN_RS27685","MXAN_5711","BMP family ABC transporter substrate-binding protein",0
"4203","WP_011555665.1",145.266488401579,-0.632486189611833,0.407088616895149,-1.55368183575307,0.120260327932532,0.230711002166782,"MXAN_RS27695",41362958,"MXAN_RS27695","MXAN_5713","ABC transporter permease",0
"4204","WP_011555666.1",91.6348412286742,-0.981416473668947,0.492764022977525,-1.99165610293289,0.0464088032067557,0.114665852598693,"MXAN_RS27700",41362959,"MXAN_RS27700","MXAN_5714","ABC transporter permease",-1
"4205","WP_011555668.1",295.721553032393,-0.281322060207321,0.412057455139614,-0.682725325554425,0.494780423563701,0.632331583601162,"MXAN_RS27710",41362961,"MXAN_RS27710","MXAN_5716","hypothetical protein",0
"4206","WP_011555669.1",851.434685152685,-0.0214621437122851,0.281491415296825,-0.0762443987489061,0.939224660372084,0.962654568314068,"MXAN_RS27715",41362962,"MXAN_RS27715","MXAN_5717","phospho-sugar mutase",0
"4207","WP_011555670.1",519.94034591071,-0.0701841058000748,0.3194555578035,-0.219699122728194,0.826105487936738,0.887265105575446,"MXAN_RS27720",41362963,"MXAN_RS27720","MXAN_5718","conjugal transfer protein TraR",0
"4208","WP_011555672.1",303.231295144551,-0.598015558262548,0.284554000703399,-2.10158900168085,0.0355892941254466,0.0937125815125918,"MXAN_RS27730",41362965,"MXAN_RS27730","MXAN_5720","MBL fold metallo-hydrolase",0
"4209","WP_011555673.1",192.068106407366,-1.1076305630151,0.352684010429917,-3.14057493467002,0.00168616565045924,0.00835925719231268,"MXAN_RS27735",41362966,"MXAN_RS27735","MXAN_5721","MBL fold hydrolase",-1
"4210","WP_011555674.1",162.673997089626,-0.828713343946149,0.403143736951086,-2.05562747970136,0.0398184369521972,0.101965384257745,"MXAN_RS27740",41362967,"MXAN_RS27740","MXAN_5722","DUF3006 domain-containing protein",0
"4211","WP_011555675.1",2505.61578136566,-0.691280597663465,0.252845629720506,-2.73400255494866,0.00625695589095802,0.0243184901548741,"MXAN_RS27745",41362968,"MXAN_RS27745","MXAN_5723","DUF4339 domain-containing protein",0
"4212","WP_011555676.1",3739.51587851136,0.173638453865724,0.377018165107277,0.460557262052125,0.645116279903943,0.758850429561254,"MXAN_RS27750",41362969,"MXAN_RS27750","MXAN_5724","TIGR02300 family protein",0
"4213","WP_011555678.1",376.248180326744,0.837750748263304,0.325290252727946,2.57539456297189,0.0100125795157243,0.0352383480300593,"MXAN_RS27755",41362970,"MXAN_RS27755","MXAN_5726","hypothetical protein",0
"4214","WP_011555679.1",13982.0461704671,0.742489981644182,0.288535704161862,2.57330365335883,0.0100732785312297,0.0353977370518633,"MXAN_RS27760",41362971,"MXAN_RS27760","MXAN_5727","hypothetical protein",0
"4215","WP_011555683.1",87.3944890116752,0.470476903823855,0.517803244211158,0.908601692020293,0.36356041310685,0.510347281873966,"MXAN_RS27780",41362975,"MXAN_RS27780","MXAN_5731","RNA polymerase subunit sigma-24",0
"4216","WP_011555684.1",579.544179666593,-1.58011630188004,0.267107458903038,-5.91565772206171,3.3055197745159e-09,7.46830713645544e-08,"MXAN_RS27785",41362976,"MXAN_RS27785","MXAN_5733","hypothetical protein",-1
"4217","WP_011555685.1",386.816896712099,-0.558378406727235,0.305196346182931,-1.82957107354277,0.0673141024722512,0.15050664507991,"MXAN_RS27790",41362977,"MXAN_RS27790","MXAN_5734","hypothetical protein",0
"4218","WP_011555687.1",1696.29364766251,-0.371780069047264,0.24039651117553,-1.54652855496643,0.121976969289964,0.233038559745056,"MXAN_RS27800",41362979,"MXAN_RS27800","MXAN_5736","aminopeptidase",0
